"cycle","domain","option_id","aspiration","search_cost_per_option","raw_utility","implementation_risk","uncertainty_penalty","adjusted_utility","cumulative_search_cost","net_value","satisfies_aspiration"
1,"Public Policy",1,0.803010361590423,0.0135841860435903,0.730837977587228,0.089393925620243,0.066435810085386,0.575008241881599,0.0135841860435903,0.561424055838008,FALSE
1,"Public Policy",2,0.803010361590423,0.0135841860435903,0.768600764694546,0.167200851999223,0.066435810085386,0.534964102609936,0.0271683720871806,0.507795730522756,FALSE
1,"Public Policy",3,0.803010361590423,0.0135841860435903,0.73659756523974,0.14751912355423,0.066435810085386,0.522642631600124,0.0407525581307709,0.481890073469353,FALSE
1,"Public Policy",4,0.803010361590423,0.0135841860435903,0.665142567747192,0.16221102825366,0.066435810085386,0.436495729408147,0.0543367441743612,0.382158985233785,FALSE
1,"Public Policy",5,0.803010361590423,0.0135841860435903,0.891613079641452,0.077621656563133,0.066435810085386,0.747555612992932,0.0679209302179515,0.679634682774981,FALSE
1,"Public Policy",6,0.803010361590423,0.0135841860435903,0.666747734622166,0.13703394588083,0.066435810085386,0.46327797865595,0.0815051162615418,0.381772862394408,FALSE
1,"Public Policy",7,0.803010361590423,0.0135841860435903,0.962579319942786,0.000789667759090662,0.066435810085386,0.895353842098309,0.0950893023051322,0.800264539793177,TRUE
1,"Public Policy",8,0.803010361590423,0.0135841860435903,0.671220026132661,0.16658321605064,0.066435810085386,0.438200999996635,0.108673488348722,0.329527511647913,FALSE
1,"Public Policy",9,0.803010361590423,0.0135841860435903,0.862681751591288,0.00146682937629521,0.066435810085386,0.794779112129607,0.122257674392313,0.672521437737294,FALSE
1,"Public Policy",10,0.803010361590423,0.0135841860435903,0.98,0.0415317945647985,0.066435810085386,0.872032395349815,0.135841860435903,0.736190534913912,TRUE
1,"Public Policy",11,0.803010361590423,0.0135841860435903,0.485559501844273,0.181320281559601,0.066435810085386,0.237803410199285,0.149426046479493,0.0883773637197917,FALSE
1,"Public Policy",12,0.803010361590423,0.0135841860435903,0.640969572645568,0.122355728689581,0.066435810085386,0.452178033870601,0.163010232523084,0.289167801347517,FALSE
2,"Financial Risk",1,0.667658327943645,0.00612293098587543,0.655931570193653,0.138640964077786,0.0778831931017339,0.439407413014133,0.00612293098587543,0.433284482028258,FALSE
2,"Financial Risk",2,0.667658327943645,0.00612293098587543,0.850054457884164,0.0481089479289949,0.0778831931017339,0.724062316853435,0.0122458619717509,0.711816454881684,TRUE
2,"Financial Risk",3,0.667658327943645,0.00612293098587543,0.945327084577095,0.00859775920398533,0.0778831931017339,0.858846132271376,0.0183687929576263,0.84047733931375,TRUE
2,"Financial Risk",4,0.667658327943645,0.00612293098587543,0.619734321575132,0.0280958188232034,0.0778831931017339,0.513755309650195,0.0244917239435017,0.489263585706693,FALSE
2,"Financial Risk",5,0.667658327943645,0.00612293098587543,0.64398228641235,0.0432770830113441,0.0778831931017339,0.522822010299272,0.0306146549293771,0.492207355369895,FALSE
2,"Financial Risk",6,0.667658327943645,0.00612293098587543,0.433157168072731,0.0958797128405422,0.0778831931017339,0.259394262130455,0.0367375859152526,0.222656676215202,FALSE
2,"Financial Risk",7,0.667658327943645,0.00612293098587543,0.744413629676378,0.0394820684567094,0.0778831931017339,0.627048368117935,0.042860516901128,0.584187851216807,FALSE
2,"Financial Risk",8,0.667658327943645,0.00612293098587543,0.590400717365583,0.143871167534962,0.0778831931017339,0.368646356728887,0.0489834478870034,0.319662908841884,FALSE
2,"Financial Risk",9,0.667658327943645,0.00612293098587543,0.743763017253771,0.0015769477467984,0.0778831931017339,0.664302876405238,0.0551063788728789,0.60919649753236,FALSE
2,"Financial Risk",10,0.667658327943645,0.00612293098587543,0.778677227212035,0.0750979929231107,0.0778831931017339,0.62569604118719,0.0612293098587543,0.564466731328436,FALSE
2,"Financial Risk",11,0.667658327943645,0.00612293098587543,0.824914493075789,0.102881541661918,0.0778831931017339,0.644149758312137,0.0673522408446297,0.576797517467507,FALSE
2,"Financial Risk",12,0.667658327943645,0.00612293098587543,0.59475030744299,0.000314110843464732,0.0778831931017339,0.516553003497792,0.0734751718305051,0.443077831667287,FALSE
3,"Infrastructure",1,0.592634406208526,0.0157708491757512,0.786142852997932,0.107152257999405,0.0516505502723157,0.627340044726211,0.0157708491757512,0.61156919555046,TRUE
3,"Infrastructure",2,0.592634406208526,0.0157708491757512,0.57826132420928,0.000454593217000365,0.0516505502723157,0.526156180719964,0.0315416983515024,0.494614482368461,FALSE
3,"Infrastructure",3,0.592634406208526,0.0157708491757512,0.488440653781299,0.12178749050945,0.0516505502723157,0.315002612999533,0.0473125475272536,0.267690065472279,FALSE
3,"Infrastructure",4,0.592634406208526,0.0157708491757512,0.74059452362442,0.167360311886296,0.0516505502723157,0.521583661465809,0.0630833967030048,0.458500264762804,FALSE
3,"Infrastructure",5,0.592634406208526,0.0157708491757512,0.566404955333866,0.150304512539879,0.0516505502723157,0.364449892521672,0.078854245878756,0.285595646642916,FALSE
3,"Infrastructure",6,0.592634406208526,0.0157708491757512,0.882174176640975,0.0905463145114482,0.0516505502723157,0.739977311857211,0.0946250950545073,0.645352216802704,TRUE
3,"Infrastructure",7,0.592634406208526,0.0157708491757512,0.619597531634132,0.107157998764887,0.0516505502723157,0.460788982596928,0.110395944230258,0.35039303836667,FALSE
3,"Infrastructure",8,0.592634406208526,0.0157708491757512,0.771790703676309,0.107475339062512,0.0516505502723157,0.612664814341481,0.12616679340601,0.486498020935472,TRUE
3,"Infrastructure",9,0.592634406208526,0.0157708491757512,0.725069537128553,0.000276168715208769,0.0516505502723157,0.673142818141028,0.141937642581761,0.531205175559267,TRUE
3,"Infrastructure",10,0.592634406208526,0.0157708491757512,0.570262548276747,0.0711331907659769,0.0516505502723157,0.447478807238455,0.157708491757512,0.289770315480943,FALSE
3,"Infrastructure",11,0.592634406208526,0.0157708491757512,0.900601852770877,0.122426618030295,0.0516505502723157,0.726524684468266,0.173479340933263,0.553045343535003,TRUE
3,"Infrastructure",12,0.592634406208526,0.0157708491757512,0.770005902800424,0.165788426110521,0.0516505502723157,0.552566926417588,0.189250190109015,0.363316736308573,FALSE
4,"Financial Risk",1,0.660871483972296,0.0222042769682594,0.761455321831171,0.0587247682735324,0.0471742642857134,0.655556289271925,0.0222042769682594,0.633352012303666,FALSE
4,"Financial Risk",2,0.660871483972296,0.0222042769682594,0.875963155820975,0.0298144104890525,0.0471742642857134,0.798974481046209,0.0444085539365187,0.75456592710969,TRUE
4,"Financial Risk",3,0.660871483972296,0.0222042769682594,0.578179111673575,0.143875718256459,0.0471742642857134,0.387129129131403,0.0666128309047781,0.320516298226625,FALSE
4,"Financial Risk",4,0.660871483972296,0.0222042769682594,0.86235596848618,0.064817190496251,0.0471742642857134,0.750364513704216,0.0888171078730375,0.661547405831178,TRUE
4,"Financial Risk",5,0.660871483972296,0.0222042769682594,0.72701873676529,0.155761899705976,0.0471742642857134,0.524082572773601,0.111021384841297,0.413061187932304,FALSE
4,"Financial Risk",6,0.660871483972296,0.0222042769682594,0.825390853817667,0.0788882003631443,0.0471742642857134,0.699328389168809,0.133225661809556,0.566102727359253,TRUE
4,"Financial Risk",7,0.660871483972296,0.0222042769682594,0.80890199956069,0.13571857358329,0.0471742642857134,0.626009161691687,0.155429938777816,0.470579222913871,FALSE
4,"Financial Risk",8,0.660871483972296,0.0222042769682594,0.780922942801361,0.155165008548647,0.0471742642857134,0.578583669967,0.177634215746075,0.400949454220925,FALSE
4,"Financial Risk",9,0.660871483972296,0.0222042769682594,0.5339633486005,0.0375738088041544,0.0471742642857134,0.449215275510633,0.199838492714334,0.249376782796298,FALSE
4,"Financial Risk",10,0.660871483972296,0.0222042769682594,0.667373905874501,0.00581716378219426,0.0471742642857134,0.614382477806593,0.222042769682594,0.392339708124,FALSE
4,"Financial Risk",11,0.660871483972296,0.0222042769682594,0.767292542679936,0.0271427594125271,0.0471742642857134,0.692975518981696,0.244247046650853,0.448728472330843,TRUE
4,"Financial Risk",12,0.660871483972296,0.0222042769682594,0.546506729911872,0.136032835626975,0.0471742642857134,0.363299629999184,0.266451323619112,0.0968483063800714,FALSE
5,"Public Policy",1,0.698633402779233,0.0230529870628379,0.692381632082342,0.0266659236513078,0.0157595590502024,0.649956149380832,0.0230529870628379,0.626903162317994,FALSE
5,"Public Policy",2,0.698633402779233,0.0230529870628379,0.663074484744528,0.057549950433895,0.0157595590502024,0.58976497526043,0.0461059741256759,0.543659001134754,FALSE
5,"Public Policy",3,0.698633402779233,0.0230529870628379,0.512793954677526,0.0389352287631482,0.0157595590502024,0.458099166864176,0.0691589611885138,0.388940205675662,FALSE
5,"Public Policy",4,0.698633402779233,0.0230529870628379,0.765679565725654,0.156821876531467,0.0157595590502024,0.593098130143985,0.0922119482513517,0.500886181892633,FALSE
5,"Public Policy",5,0.698633402779233,0.0230529870628379,0.649600421595487,0.0257744323462248,0.0157595590502024,0.60806643019906,0.11526493531419,0.49280149488487,FALSE
