"case_id","domain","gain_frame_score","loss_frame_score","frame_sensitivity_index","review_flag"
422,"Financial Risk",61.9255876058478,-522.256987406751,584.182575012599,"review"
618,"Public Policy",149.65462814187,-396.061912335202,545.716540477071,"review"
72,"Public Policy",180.446328384179,-331.517850952534,511.964179336713,"review"
365,"Financial Risk",119.690276795452,-390.118653727947,509.808930523398,"review"
433,"Infrastructure",101.00982273189,-397.82474613956,498.834568871449,"review"
418,"Public Policy",123.80392691141,-372.371091491782,496.175018403192,"review"
231,"Infrastructure",105.524425746841,-386.98494388289,492.50936962973,"review"
210,"Public Policy",66.663551638609,-408.429674701303,475.093226339912,"review"
588,"Infrastructure",100.33619659193,-362.158177801682,462.494374393612,"review"
13,"Organizational Strategy",66.2445552241593,-395.29244926943,461.537004493589,"review"
660,"Financial Risk",141.671849247991,-317.560596288602,459.232445536593,"review"
522,"Organizational Strategy",64.9037267414844,-387.369297226549,452.273023968033,"review"
451,"Infrastructure",69.9613197296743,-378.870625404229,448.831945133903,"review"
48,"AI Governance",127.071686126948,-314.274100580604,441.345786707552,"review"
622,"Public Policy",135.699642013997,-292.216861918271,427.916503932268,"review"
50,"Healthcare",80.2921577928717,-338.578740395937,418.870898188809,"review"
336,"Organizational Strategy",81.2028587737665,-337.360522646074,418.563381419841,"review"
145,"Infrastructure",167.397029692261,-247.421535028465,414.818564720725,"review"
272,"Organizational Strategy",118.166352874408,-293.524107743266,411.690460617674,"review"
500,"AI Governance",129.915891934218,-281.23091940034,411.146811334558,"review"
601,"Organizational Strategy",82.5204686775338,-325.364941644535,407.885410322069,"review"
279,"Organizational Strategy",116.735707192154,-289.149216767545,405.884923959699,"review"
255,"Organizational Strategy",144.724589301883,-258.824280953457,403.54887025534,"review"
207,"Infrastructure",139.564493055657,-261.407710407269,400.972203462926,"review"
3,"Public Policy",67.3137519852448,-321.628111016644,388.941863001889,"review"
150,"Organizational Strategy",59.2614729903998,-327.03589245579,386.29736544619,"review"
410,"Organizational Strategy",127.24835416604,-257.659658872365,384.908013038405,"review"
481,"AI Governance",127.369657430825,-255.637800573786,383.00745800461,"review"
160,"AI Governance",57.8382227962297,-322.189191623458,380.027414419688,"review"
671,"Financial Risk",98.9849502500966,-278.536858580611,377.521808830708,"review"
351,"Infrastructure",104.46519767196,-269.062134453832,373.527332125792,"review"
194,"Infrastructure",85.7897523716944,-284.740028237133,370.529780608827,"review"
596,"Financial Risk",116.628067275948,-250.986204294845,367.614271570793,"review"
93,"Healthcare",133.455163869303,-230.66892996773,364.124093837033,"review"
154,"Public Policy",77.2397840392545,-284.369363083117,361.609147122371,"review"
265,"Infrastructure",53.2168427638035,-308.240901639341,361.457744403144,"review"
