"case_id","domain","option_name","reference_point","outcome_high","probability_high","outcome_low","loss_aversion","alpha","beta","gamma","probability_low","expected_value","expected_utility","weighted_high","weighted_low","prospect_score","gain_frame_score","loss_frame_score","frame_sensitivity_index","probability_weight_distortion","eu_rank","prospect_rank","rank_divergence","review_flag"
1,"Public Policy","Balanced Alternative",-100,240,0.370534275099635,0,1.93627027459443,0.807137975096703,0.861708233505487,0.72271487871185,0.629465724900365,88.9282260239124,5.7402923066397,0.377579124246879,0.553778704667207,64.4950416198934,31.4895791738299,-82.228350341794,113.717929515624,0.00704484914724346,64,19,45,"review"
2,"AI Governance","Status Quo",-100,320,0.565532205998898,-80,2.31257370002568,0.799379161698744,0.91568529298529,0.696615407988429,0.434467794001102,146.212882399559,6.23054956294823,0.498417523931623,0.41479261054966,66.8591949418381,63.9129073072819,-279.821308938242,343.734216245524,0.0671146820672748,57,18,39,"review"
3,"Public Policy","Cautious Alternative",-100,320,0.52959453817457,-160,2.82925049960613,0.782986571826041,0.877710889559239,0.708161313552409,0.47040546182543,94.2053783237934,3.52346437036057,0.479372316838507,0.44078121636962,8.92818148339465,67.3137519852448,-321.628111016644,388.941863001889,0.0502222213360621,83,76,7,"review"
4,"Public Policy","Balanced Alternative",-100,240,0.550595524534583,40,1.4636007592082,0.773536226898432,0.783470921218395,0.552904740907252,0.449404475465417,150.119104906917,11.3720726543631,0.411415927551813,0.367720219248787,54.177810850302,34.9196840786513,-53.7944621458873,88.7141462245386,0.13917959698277,15,31,-16,"review"
5,"Healthcare","Status Quo",0,320,0.302782503701746,-80,2.47803310342133,0.915538316266611,0.823601053375751,0.684313746262342,0.697217496298254,41.1130014806986,-0.819764781902918,0.329063326231543,0.582322518618748,11.3990070213669,96.865230797824,-147.617312980925,244.482543778749,0.0262808225297969,117,80,37,"acceptable"
6,"Infrastructure","High-Upside Alternative",0,240,0.534029784239829,40,2.67524900697172,0.81907133422792,0.907044895226136,0.850974670797586,0.465970215760171,146.805956847966,11.2202082501628,0.519514743749053,0.462608860194908,55.7484715772882,55.7484715772882,-235.543797628541,291.292269205829,0.0145150404907759,20,36,-16,"review"
7,"Healthcare","High-Upside Alternative",0,240,0.731170200370252,0,2.81049164347351,0.869566528359428,0.887774287909269,0.851869589928538,0.268829799629748,175.48084808886,11.3272400371085,0.690362483256999,0.2943776643648,81.0642200353209,81.0642200353209,-251.738604721638,332.802824756959,0.0408077171132536,21,22,-1,"review"
8,"Healthcare","Status Quo",100,240,0.247378910332918,0,1.81057683415711,0.807660391461104,0.865325731504708,0.930198763497174,0.752621089667082,59.3709384799004,3.83237759968932,0.261342244749327,0.735689256769385,-57.4978495189078,21.8580774420203,-54.2855960040173,76.1436734460376,0.013963334416409,90,126,-36,"acceptable"
9,"Public Policy","Status Quo",100,320,0.135421042516828,40,1.43962609991431,0.841663400223479,0.909338589338586,0.891297785192728,0.864578957483172,77.9178919047117,7.89056269861353,0.159901688876531,0.834551984459442,-34.7573908774097,39.1423578601452,-78.0616868488642,117.204044709009,0.0244806463597034,41,90,-49,"review"
10,"Infrastructure","Balanced Alternative",0,180,0.583755354583263,-160,2.28910064473748,0.855769931524992,0.865651397127658,0.744126713741571,0.416244645416737,38.4768205583096,2.56677535700181,0.529793323258597,0.411914897379958,-31.1986146048342,76.7897961687831,-184.946119950868,261.735916119651,0.0539620313246661,80,89,-9,"acceptable"
11,"Public Policy","High-Upside Alternative",-100,120,0.548926799930632,-80,2.63576217181981,0.852214777329937,0.915667274966836,0.555646722111851,0.451073200069368,29.7853599861264,1.97867046208877,0.412528583758781,0.369892468911653,45.6494436053312,39.8836973007032,-141.034954737756,180.918652038459,0.136398216171851,92,40,52,"review"
12,"AI Governance","Status Quo",-100,80,0.434254239685833,40,2.80222751647234,0.897963083302602,0.812943297205493,0.81688258703798,0.565745760314166,57.3701695874333,7.46217835617297,0.433799695592924,0.538431501238766,91.4939640434059,36.9734559711635,-73.115052101227,110.088508072391,0.000454544092909515,44,9,35,"review"
13,"Organizational Strategy","High-Upside Alternative",100,320,0.50832114815712,-160,2.76551205329597,0.786426061345264,0.925615453720093,0.672997696418315,0.49167885184288,83.9941511154175,2.87382493680058,0.452881019531118,0.442848142745617,-179.069072195035,66.2445552241593,-395.29244926943,461.537004493589,0.0554401286260017,81,113,-32,"review"
14,"Infrastructure","High-Upside Alternative",0,240,0.688404905050993,0,2.95035007297993,0.863058635173365,0.905108583252877,0.759766817186028,0.311595094949007,165.217177212238,10.66472293084,0.615651636165154,0.337118643545935,69.7584630877935,69.7584630877935,-259.154176905635,328.912639993429,0.0727532688858387,25,24,1,"review"
15,"Healthcare","Status Quo",100,120,0.783587746322155,40,2.51987236477435,0.948127362411469,0.817363359220326,0.87426270833239,0.216412253677845,102.687019705772,9.95248495928988,0.747555850749625,0.24271721654214,-4.57371228474742,77.9975741719128,-106.762911854988,184.760486026901,0.0360318955725301,33,88,-55,"review"
16,"Healthcare","Balanced Alternative",0,120,0.539842600189149,0,1.98867370039225,0.8989491824992,0.912120519112796,0.921342478320002,0.460157399810851,64.7811120226979,5.9136793925168,0.534238520930471,0.461137245465005,39.5196855871046,39.5196855871046,-83.7071599341777,123.226845521282,0.00560407925867856,76,55,21,"acceptable"
17,"Financial Risk","Balanced Alternative",100,320,0.428957540169358,-160,1.61168009750545,0.908135238988325,0.876207523141056,0.925692527368665,0.571042459830642,45.899619281292,0.450246499318104,0.432405682816725,0.563524082209892,-60.6740442203442,138.018349488757,-186.722550118938,324.740899607695,0.00344814264736659,86,100,-14,"review"
18,"Public Policy","Status Quo",100,80,0.288239308446646,-160,2.60144207142293,0.793868260551244,0.806309621175751,0.575286227371544,0.711760691553354,-90.822565972805,-6.42504898724376,0.305248216484537,0.513451536834105,-127.175021457525,38.7548517361433,-107.154207308621,145.909059044764,0.0170089080378914,115,115,0,"review"
19,"Public Policy","Cautious Alternative",0,180,0.652210519835353,-80,2.16952203847468,0.906704228324816,0.841540569113567,0.837348012439907,0.347789480164647,89.5747351571918,5.63959866992408,0.615820522849262,0.363746144892108,36.7565241874384,87.6187815847597,-137.141536086712,224.760317671472,0.0363899969860912,67,46,21,"acceptable"
20,"Financial Risk","Balanced Alternative",100,240,0.682130436599255,40,2.80946213416755,0.786357411602512,0.829106601839885,0.552812160737813,0.317869563400745,176.426087319851,12.5779029219397,0.476638802752427,0.312511976063409,-2.950401327411,41.1560952651804,-144.665194088637,185.821289353817,0.205491633846828,6,71,-65,"review"
21,"Infrastructure","Balanced Alternative",100,120,0.62422954402864,0,1.44418741427362,0.863517584884539,0.769806413399056,0.729181350488216,0.37577045597136,74.9075452834368,6.83809204651301,0.552921301481823,0.381887934822895,-11.7588487914857,34.520167132841,-31.8312677239625,66.3514348568035,0.0713082425468172,65,80,-15,"acceptable"
