"case_id","domain","probability_high","weighted_high","probability_weight_distortion","gamma","review_flag"
196,"Infrastructure",0.853235728107393,0.598531612893476,0.254704115213917,0.550359195936471,"review"
717,"Organizational Strategy",0.84068441465497,0.5873145591564,0.25336985549857,0.551243933197111,"review"
43,"Infrastructure",0.851355148665607,0.599750382733535,0.251604765932072,0.553269220236689,"review"
673,"Infrastructure",0.861768168397248,0.611143157287657,0.250625011109591,0.553994103055447,"review"
90,"Public Policy",0.830007189139724,0.579970911417907,0.250036277721817,0.553578482661396,"review"
684,"Healthcare",0.835865221917629,0.587947036416626,0.247918185501003,0.556139369029552,"review"
308,"Financial Risk",0.80714495126158,0.563518023421733,0.243626927839847,0.556573085486889,"review"
543,"Financial Risk",0.858684204146266,0.615451849630427,0.243232354515839,0.561154223699123,"review"
539,"Organizational Strategy",0.872038088738918,0.63053240710933,0.241505681629589,0.561834695097059,"review"
306,"Infrastructure",0.832656252197921,0.592149879367768,0.240506372830153,0.563118066918105,"review"
170,"Organizational Strategy",0.808529529161751,0.574429427084776,0.234100102076976,0.56640431182459,"review"
406,"Public Policy",0.824160173349083,0.593251078304718,0.230909095044365,0.571902975905687,"review"
507,"Financial Risk",0.760124212317169,0.530819230161941,0.229304982155227,0.559219808317721,"review"
621,"Organizational Strategy",0.899792518466711,0.672995953841374,0.226796564625337,0.570084632467479,"review"
226,"Public Policy",0.84736029971391,0.62206841412572,0.22529188558819,0.579081795085222,"review"
78,"Organizational Strategy",0.728046585060656,0.503236545306025,0.224810039754631,0.552299045957625,"review"
450,"Organizational Strategy",0.725457742996514,0.507206766378427,0.218250976618087,0.558401915710419,"review"
279,"Organizational Strategy",0.777253486961126,0.559202520346715,0.218050966614412,0.576322020497173,"review"
211,"Infrastructure",0.716384332440794,0.49951867130353,0.216865661137264,0.556105729658157,"review"
130,"Organizational Strategy",0.827751807868481,0.611402718388282,0.216349089480198,0.587402977608144,"review"
476,"AI Governance",0.743968586623669,0.528741792571569,0.2152267940521,0.568898314982653,"review"
80,"Infrastructure",0.79898490998894,0.585289605875369,0.213695304113571,0.586098641809076,"review"
282,"Healthcare",0.817208385467529,0.605830126017447,0.211378259450082,0.591578259319067,"review"
418,"Public Policy",0.813347861915827,0.604132727920943,0.209215133994884,0.593409393541515,"review"
199,"Public Policy",0.682099228911102,0.475114707048906,0.206984521862196,0.551073886360973,"review"
301,"Organizational Strategy",0.758424343168736,0.552027385543457,0.206396957625278,0.583688363432884,"review"
20,"Financial Risk",0.682130436599255,0.476638802752427,0.205491633846828,0.552812160737813,"review"
566,"Infrastructure",0.799391120299697,0.596471526501084,0.202919593798613,0.598070382326841,"review"
513,"AI Governance",0.858261217176914,0.657012461257248,0.201248755919666,0.604162446875125,"review"
643,"Infrastructure",0.777953894995153,0.578489226450971,0.199464668544182,0.597201061435044,"review"
177,"Organizational Strategy",0.844777843728662,0.649735100054738,0.195042743673924,0.611448279581964,"review"
582,"Financial Risk",0.673824213817716,0.47883630252112,0.194987911296595,0.560853269230574,"review"
353,"Public Policy",0.715177296288312,0.523037144083081,0.192140152205231,0.584095860924572,"review"
542,"AI Governance",0.653304994851351,0.464153262867316,0.189151731984035,0.55660608401522,"review"
556,"Infrastructure",0.84687474835664,0.657754913388472,0.189119834968169,0.618155124690384,"review"
139,"Healthcare",0.640498617850244,0.452373074384545,0.1881255434657,0.550339060928673,"review"
54,"Infrastructure",0.690658751130104,0.503188819058725,0.18746993207138,0.578516093734652,"review"
664,"Infrastructure",0.638680334016681,0.452803517577478,0.185876816439203,0.55201165555045,"review"
419,"Financial Risk",0.814070108905435,0.62828712351511,0.185782985390324,0.620085895806551,"review"
395,"Infrastructure",0.890504892356694,0.705143386847046,0.185361505509648,0.616377384681255,"review"
215,"AI Governance",0.78531639277935,0.60026591838638,0.18505047439297,0.615859742462635,"review"
558,"Financial Risk",0.895360772125423,0.711129311888074,0.184231460237349,0.616155378893018,"review"
302,"Public Policy",0.705306444317102,0.521696321041918,0.183610123275185,0.590145701542497,"review"
372,"Healthcare",0.698998331092298,0.516522239270022,0.182476091822276,0.588659848179668,"review"
699,"AI Governance",0.720634169690311,0.538539063873834,0.182095105816477,0.598631532490253,"review"
682,"AI Governance",0.821702841483057,0.641198929621796,0.18050391186126,0.627187730744481,"review"
129,"Organizational Strategy",0.751278594881296,0.571072117792893,0.180206477088403,0.612299775797874,"review"
201,"Organizational Strategy",0.764749399758875,0.587258796273049,0.177490603485827,0.619793361704797,"review"
375,"Public Policy",0.848539365828037,0.672443529855325,0.176095835972712,0.633373361174017,"review"
494,"Financial Risk",0.653195750527084,0.477618954078949,0.175576796448135,0.573541307449341,"review"
182,"AI Governance",0.680087392404676,0.504973220816697,0.175114171587978,0.588718719221652,"review"
638,"Organizational Strategy",0.797373148612678,0.622323462782055,0.175049685830623,0.630463825259358,"review"
168,"Public Policy",0.688641634956002,0.517237346663257,0.171404288292746,0.597778755705804,"review"
380,"Healthcare",0.66312176566571,0.492114816141014,0.171006949524696,0.585029717069119,"review"
471,"AI Governance",0.693963413313031,0.524135869938615,0.169827543374417,0.60239535458386,"review"
147,"Healthcare",0.705092333443463,0.536249630756864,0.168842702686599,0.608812048006803,"review"
536,"Healthcare",0.796362455002964,0.628047645557114,0.16831480944585,0.63869118206203,"review"
646,"Healthcare",0.613061720691621,0.446630935932478,0.166430784759143,0.560671682935208,"review"
264,"Healthcare",0.726946371234953,0.561391188354134,0.16555518288082,0.622244713269174,"review"
647,"Financial Risk",0.627744636498392,0.464098911672234,0.163645724826157,0.573877570033073,"review"
502,"Organizational Strategy",0.730331689678133,0.56722492035286,0.163106769325273,0.626768555026501,"review"
399,"Public Policy",0.869676266424358,0.70752463201408,0.162151634410278,0.648515283875167,"review"
66,"AI Governance",0.700875741057098,0.538766999505149,0.162108741551949,0.615815689228475,"review"
623,"Organizational Strategy",0.592521561682224,0.431399552498855,0.161122009183369,0.553718177974224,"review"
677,"Healthcare",0.778542022407055,0.621033904266457,0.157508118140598,0.649004952609539,"review"
688,"Public Policy",0.62966785710305,0.473015643947609,0.156652213155441,0.584608034044504,"review"
83,"Healthcare",0.677072338573635,0.521216905091352,0.155855433482282,0.61278733741492,"review"
580,"Healthcare",0.660840530693531,0.505003276641528,0.155837254052003,0.604147963318974,"review"
151,"Infrastructure",0.861759171634913,0.70615056506171,0.155608606573203,0.657878844533116,"review"
232,"AI Governance",0.882233897596598,0.729601519653009,0.152632377943589,0.658086251001805,"review"
586,"Infrastructure",0.624928820692003,0.473080204936192,0.151848615755811,0.588311049714685,"review"
397,"Organizational Strategy",0.690373489633203,0.538530608693574,0.151842880939629,0.624971385020763,"review"
557,"Healthcare",0.668011139705777,0.516539550843469,0.151471588862308,0.614148730225861,"review"
374,"Organizational Strategy",0.764883706904948,0.614595046709012,0.150288660195935,0.655306554492563,"review"
256,"Public Policy",0.660014845617116,0.510162752367325,0.149852093249791,0.612080680485815,"review"
581,"Financial Risk",0.59207875020802,0.44287652990066,0.14920222030736,0.569875844661146,"review"
629,"Healthcare",0.664908564463258,0.515955503206956,0.148953061256301,0.616043740324676,"review"
284,"Public Policy",0.885727487131953,0.738755175324479,0.146972311807474,0.664563351217657,"review"
249,"AI Governance",0.691480916552246,0.545674359917454,0.145806556634792,0.634057432971895,"review"
274,"Healthcare",0.578614661283791,0.435516325006115,0.143098336277677,0.568842506874353,"review"
452,"Financial Risk",0.615539871528745,0.472611826737378,0.142928044791367,0.595024956949055,"review"
409,"AI Governance",0.746300934068859,0.605349897701495,0.140951036367363,0.662921824026853,"review"
36,"Infrastructure",0.681419864110649,0.54087946945525,0.140540394655398,0.636823927611113,"review"
697,"Infrastructure",0.822775702923536,0.682281865588606,0.14049383733493,0.678879673499614,"review"
286,"Financial Risk",0.56497585773468,0.424687756798426,0.140288100936254,0.562604871205986,"review"
123,"Financial Risk",0.638712749071419,0.498843618909378,0.139869130162041,0.614220635872334,"review"
4,"Public Policy",0.550595524534583,0.411415927551813,0.13917959698277,0.552904740907252,"review"
61,"Healthcare",0.83711569160223,0.6984766079208,0.13863908368143,0.681960249505937,"review"
277,"Financial Risk",0.72809000313282,0.590745287203833,0.137344715928987,0.661861455533653,"review"
96,"AI Governance",0.649407488666475,0.512266573216471,0.137140915450004,0.62463537864387,"review"
355,"Healthcare",0.646572136320174,0.510066458556994,0.136505677763179,0.623940471466631,"review"
278,"Infrastructure",0.689064021594822,0.552583024216763,0.13648099737806,0.646578093525022,"review"
11,"Public Policy",0.548926799930632,0.412528583758781,0.136398216171851,0.555646722111851,"review"
500,"AI Governance",0.87643215470016,0.740143589167732,0.136288565532428,0.681338415201753,"review"
567,"Financial Risk",0.713145281933248,0.577123033333356,0.136022248599892,0.657966725807637,"review"
544,"AI Governance",0.571471115574241,0.43857345991234,0.132897655661901,0.578608287218958,"review"
197,"Financial Risk",0.56142005417496,0.429781037427638,0.131639016747322,0.572738329414278,"review"
247,"Organizational Strategy",0.567191780172288,0.435591775853251,0.131600004319037,0.577296806871891,"review"
562,"Infrastructure",0.769632274657488,0.638247631101064,0.131384643556424,0.683535341545939,"review"
102,"Public Policy",0.782251607999206,0.652113200746487,0.130138407252718,0.688229143992066,"review"
461,"Financial Risk",0.741329407691956,0.611312009997488,0.130017397694467,0.677437468245626,"review"
248,"Healthcare",0.633719331398606,0.504679136617464,0.129040194781143,0.627676386479288,"review"
35,"Healthcare",0.89236057382077,0.763890504864234,0.128470068956536,0.687993024941534,"review"
519,"Public Policy",0.63199295271188,0.503540517310464,0.128452435401417,0.627527741994709,"review"
462,"Healthcare",0.594682517275214,0.466536659177164,0.12814585809805,0.603088813181967,"review"
389,"AI Governance",0.776059845276177,0.648828305896239,0.127231539379938,0.691262181568891,"review"
639,"Infrastructure",0.738918492011726,0.611873164641655,0.127045327370071,0.681168809905648,"review"
