"case_id","domain","option_name","loss_aversion","prospect_score","frame_sensitivity_index","review_flag"
434,"Public Policy","Cautious Alternative",2.99930280856788,-214.935107383334,234.82291379172,"review"
382,"Financial Risk","High-Upside Alternative",2.99677879884839,-56.0173755281402,104.775576425405,"review"
389,"AI Governance","Balanced Alternative",2.9966249473393,100.996898159418,193.426524349387,"review"
38,"Organizational Strategy","Loss-Avoidance Alternative",2.99571717828512,45.2655065985017,151.169194799731,"review"
415,"Public Policy","Loss-Avoidance Alternative",2.98943150602281,-61.5467940136837,181.828741819863,"review"
590,"Organizational Strategy","Status Quo",2.98775820471346,17.0967237458204,72.5117547582137,"review"
265,"Infrastructure","Loss-Avoidance Alternative",2.98594022877514,-40.9926712406493,361.457744403144,"review"
51,"Organizational Strategy","Status Quo",2.98311729133129,-23.0632844685036,202.289981845659,"review"
246,"Infrastructure","Balanced Alternative",2.98237926475704,24.3222810432842,173.472129435215,"review"
517,"Organizational Strategy","High-Upside Alternative",2.98218050338328,-23.2642615846844,215.065057578056,"review"
279,"Organizational Strategy","Balanced Alternative",2.98056586645544,164.390531582251,405.884923959699,"review"
402,"Financial Risk","Status Quo",2.9803488548845,53.5405709352477,246.815690469568,"review"
431,"Infrastructure","Loss-Avoidance Alternative",2.97834233902395,80.27616440106,224.60930734518,"review"
281,"Public Policy","Balanced Alternative",2.97820358835161,44.5287154223244,206.587732791703,"review"
269,"Financial Risk","Status Quo",2.97796229608357,129.819683469523,360.989695519051,"review"
414,"Healthcare","Cautious Alternative",2.97792418599129,-20.3531705893101,144.993765881304,"review"
29,"Healthcare","Cautious Alternative",2.97562551908195,-114.441712857546,347.045581216873,"review"
710,"Infrastructure","Loss-Avoidance Alternative",2.97344544492662,49.8961847168455,176.004497800937,"review"
401,"Healthcare","High-Upside Alternative",2.9720421217382,-25.1222044613542,139.915330508593,"review"
422,"Financial Risk","Cautious Alternative",2.9718070205301,15.2122362197416,584.182575012599,"review"
365,"Financial Risk","High-Upside Alternative",2.96964536830783,-50.2228374516983,509.808930523398,"review"
450,"Organizational Strategy","Status Quo",2.96940102539957,74.4558135900159,301.671022463263,"review"
194,"Infrastructure","Status Quo",2.96300245188177,-117.447311638272,370.529780608827,"review"
645,"AI Governance","High-Upside Alternative",2.9623559564352,45.9449755495925,306.156027600151,"review"
490,"Infrastructure","Status Quo",2.96124285534024,14.3334147945378,48.4202915891722,"review"
521,"Organizational Strategy","Status Quo",2.95732742212713,27.8829591872918,104.384724280915,"review"
120,"Healthcare","Status Quo",2.9567175488919,-27.2775208768638,211.685593696244,"review"
49,"Healthcare","Balanced Alternative",2.9564234033227,-51.1570684453158,260.469619985369,"review"
473,"Organizational Strategy","Loss-Avoidance Alternative",2.95036876089871,22.0663548511622,84.0897509264382,"review"
14,"Infrastructure","High-Upside Alternative",2.95035007297993,69.7584630877935,328.912639993429,"review"
635,"Healthcare","High-Upside Alternative",2.94985279776156,-242.400652772603,276.357824676239,"review"
209,"Public Policy","Balanced Alternative",2.94985159300268,51.3108935834682,261.38191194306,"review"
620,"Infrastructure","High-Upside Alternative",2.94471675902605,-26.4180895336534,348.794132234286,"review"
72,"Public Policy","Status Quo",2.94424895197153,248.654050098295,511.964179336713,"review"
448,"Organizational Strategy","High-Upside Alternative",2.94247794896364,70.973730567807,192.680174737249,"review"
65,"Infrastructure","Status Quo",2.9370212290436,30.8523632363751,122.28368676899,"review"
713,"AI Governance","Cautious Alternative",2.93021681942046,15.0817283514549,353.291199329967,"review"
631,"Financial Risk","Loss-Avoidance Alternative",2.92980810850859,-21.3498199931368,288.028525063484,"review"
591,"Healthcare","Balanced Alternative",2.92967356741428,132.26894514613,265.527161332412,"review"
538,"AI Governance","Loss-Avoidance Alternative",2.92352476865053,65.1503454283496,198.333322626585,"review"
614,"Organizational Strategy","Cautious Alternative",2.91919508129358,-38.2383664852336,129.210550450139,"review"
502,"Organizational Strategy","High-Upside Alternative",2.91913617663085,29.5727828737187,212.100205607986,"review"
222,"Organizational Strategy","Balanced Alternative",2.91716844327748,-55.7290765480788,172.218685424922,"review"
99,"Organizational Strategy","Balanced Alternative",2.91510072797537,-39.5161663786653,186.263401736393,"review"
456,"Healthcare","Status Quo",2.90763056986034,-52.7748524628755,101.115951122804,"review"
135,"Public Policy","Balanced Alternative",2.90578533858061,-51.7100076218976,185.932704489654,"review"
588,"Infrastructure","Balanced Alternative",2.90503948666155,56.2927576883948,462.494374393612,"review"
482,"Public Policy","Status Quo",2.90411420203745,52.9828500044236,353.644344541423,"review"
695,"Public Policy","High-Upside Alternative",2.90193154402077,-163.881160889626,231.333761477818,"review"
163,"Healthcare","Status Quo",2.90024387203157,-186.963797640569,235.784783254889,"review"
295,"Public Policy","Status Quo",2.89936049059033,30.6075638067911,96.5571717892608,"review"
136,"Organizational Strategy","Loss-Avoidance Alternative",2.89653072804213,98.4460857510251,194.381474165643,"review"
582,"Financial Risk","Status Quo",2.89093439392745,42.7410289311264,119.560485871133,"review"
292,"Public Policy","Status Quo",2.88347792476416,59.1234685482493,318.902709720877,"review"
175,"AI Governance","Cautious Alternative",2.87560630068183,26.2293862756735,153.521993553816,"review"
213,"Financial Risk","Cautious Alternative",2.87503285929561,-150.507366409109,246.406797687207,"review"
239,"Organizational Strategy","High-Upside Alternative",2.87490746639669,-77.9986944350563,30.214032263845,"review"
433,"Infrastructure","High-Upside Alternative",2.87365570887923,18.151535232884,498.834568871449,"review"
150,"Organizational Strategy","Status Quo",2.87266563922167,-27.5413156287337,386.29736544619,"review"
161,"Organizational Strategy","Balanced Alternative",2.87014510035515,19.2338701714443,75.143811115682,"review"
361,"Healthcare","Balanced Alternative",2.86579492241144,-53.0526839186978,231.368102962808,"review"
