"strategy","simulated_return","loss","threshold_breach"
"Conservative Strategy",0.0792739611786667,0,FALSE
"Conservative Strategy",0.0308825457150978,0,FALSE
"Conservative Strategy",0.0540782102834335,0,FALSE
"Conservative Strategy",0.060821565124026,0,FALSE
"Conservative Strategy",0.055106708078525,0,FALSE
"Conservative Strategy",0.0423468870977129,0,FALSE
"Conservative Strategy",0.0827880499359735,0,FALSE
"Conservative Strategy",0.0426335240396726,0,FALSE
"Conservative Strategy",0.095460592846926,0,FALSE
"Conservative Strategy",0.0434321475236895,0,FALSE
"Conservative Strategy",0.0776217413555871,0,FALSE
"Conservative Strategy",0.102166134817528,0,FALSE
"Conservative Strategy",0.0102784824721915,0,FALSE
"Conservative Strategy",0.0380302808295657,0,FALSE
"Conservative Strategy",0.0416669665901586,0,FALSE
"Conservative Strategy",0.0608987599517519,0,FALSE
"Conservative Strategy",0.0378936769645982,0,FALSE
"Conservative Strategy",-0.0214113855226194,0.0214113855226194,FALSE
"Conservative Strategy",-0.016011673214388,0.016011673214388,FALSE
"Conservative Strategy",0.0780028336432548,0,FALSE
"Conservative Strategy",0.0373340351480381,0,FALSE
"Conservative Strategy",0.000467289150499988,0,FALSE
"Conservative Strategy",0.0407020661060095,0,FALSE
"Conservative Strategy",0.075366867479315,0,FALSE
"Conservative Strategy",0.0923798365316241,0,FALSE
"Conservative Strategy",0.034238271709845,0,FALSE
"Conservative Strategy",0.0385682654307768,0,FALSE
"Conservative Strategy",0.000920922870130497,0,FALSE
"Conservative Strategy",0.0565024338707818,0,FALSE
"Conservative Strategy",0.029000128100997,0,FALSE
"Conservative Strategy",0.0563862530810305,0,FALSE
"Conservative Strategy",0.0626209334307205,0,FALSE
"Conservative Strategy",0.070877588049248,0,FALSE
"Conservative Strategy",0.0297768406148197,0,FALSE
"Conservative Strategy",0.0576238780824493,0,FALSE
"Conservative Strategy",0.00207478302316643,0,FALSE
"Conservative Strategy",0.0253885247905126,0,FALSE
"Conservative Strategy",0.023727310145587,0,FALSE
"Conservative Strategy",-0.0153551912486658,0.0153551912486658,FALSE
"Conservative Strategy",0.0459030651723064,0,FALSE
"Conservative Strategy",0.0501499650050064,0,FALSE
"Conservative Strategy",0.0359735675362833,0,FALSE
"Conservative Strategy",0.0639540808924879,0,FALSE
"Conservative Strategy",0.0268323793230856,0,FALSE
"Conservative Strategy",0.0107929738895176,0,FALSE
"Conservative Strategy",0.0558204506472179,0,FALSE
"Conservative Strategy",0.0247151705953332,0,FALSE
"Conservative Strategy",0.0811025315430313,0,FALSE
"Conservative Strategy",0.0342138449346664,0,FALSE
"Conservative Strategy",0.0613911970850552,0,FALSE
"Conservative Strategy",0.0530481316300987,0,FALSE
"Conservative Strategy",0.0254040264779906,0,FALSE
"Conservative Strategy",0.0843931879947994,0,FALSE
"Conservative Strategy",0.0610724826429329,0,FALSE
"Conservative Strategy",0.0472440161649901,0,FALSE
"Conservative Strategy",0.0519137686822866,0,FALSE
"Conservative Strategy",0.0619822204013818,0,FALSE
"Conservative Strategy",0.047245822164477,0,FALSE
"Conservative Strategy",-0.0298272520788234,0.0298272520788234,FALSE
"Conservative Strategy",0.0521220738382665,0,FALSE
