"case_id","domain","ev_gain_difference","prospect_gain_difference","ev_loss_difference","prospect_loss_difference"
1,"Healthcare",-19.116299105808,-11.2968381409177,19.116299105808,20.2545186462846
2,"AI Governance",121.551839783788,80.3934928529139,-121.551839783788,-49.814577672694
3,"Healthcare",69.253046229482,14.5391488083435,-69.253046229482,-68.770956964605
4,"Healthcare",-13.612633347511,-3.3217083529409,13.612633347511,5.3198295728096
5,"Public Policy",156.827198099345,72.568756602326,-156.827198099345,-79.5612632426833
6,"Infrastructure",48.575187690556,11.6152529021319,-48.575187690556,-47.8244604165644
7,"Public Policy",-72.785318447277,-27.4403164730907,72.785318447277,36.59723141491
8,"Public Policy",14.550818767399,-4.0780255333181,-14.550818767399,0.477297041212012
9,"Healthcare",16.409258507192,-0.641087479863899,-16.409258507192,3.8451480033753
10,"Infrastructure",-8.629973238334,-9.9258124556443,8.629973238334,7.16656931523701
11,"Healthcare",-74.1705482061952,-37.395618768025,74.1705482061952,65.0848628823787
12,"AI Governance",118.98903761059,20.2017539251198,-118.98903761059,-72.978919216498
13,"Organizational Strategy",80.380487293005,48.6361138917402,-80.380487293005,-49.3515549674478
14,"Infrastructure",37.33737488091,12.3284693332491,-37.33737488091,-9.730016951522
15,"Public Policy",23.553591165692,14.113354405918,-23.553591165692,-27.1238168806116
16,"Public Policy",-9.902854993939,-9.6307864575473,9.902854993939,12.1143349220985
17,"Financial Risk",59.121934041381,30.4623186842796,-59.121934041381,-59.166451708486
18,"Healthcare",177.183331500739,66.5672867148672,-177.183331500739,-206.436035161436
19,"Healthcare",194.347800094634,147.706080262206,-194.347800094634,-192.961248400754
20,"Financial Risk",115.407699504867,30.5404508869521,-115.407699504867,-84.037021968196
21,"Infrastructure",47.904395520687,30.8243255748994,-47.904395520687,-18.130795466048
22,"AI Governance",60.688483290374,28.837267738647,-60.688483290374,-35.1491401397348
23,"AI Governance",72.953051412478,30.193069982297,-72.953051412478,-70.8983818892204
24,"AI Governance",51.439021382481,23.868004128947,-51.439021382481,-14.00050532059
25,"Infrastructure",-5.58800394087999,-5.69555276914099,5.58800394087999,17.267677747162
26,"Public Policy",37.114234091714,5.97368816224409,-37.114234091714,-34.281165567535
27,"Infrastructure",92.38418802619,62.945498540147,-92.38418802619,-46.9554984529453
28,"Financial Risk",29.381924979389,6.1501470252599,-29.381924979389,-8.828971766031
29,"Public Policy",1.61821546405599,-3.9865776464355,-1.61821546405599,9.79535063471
30,"Healthcare",78.521828651428,15.9197306689686,-78.521828651428,-78.383963654468
31,"Public Policy",-7.664124775678,-17.9947421267136,7.664124775678,9.48346499548501
32,"Organizational Strategy",-18.729212762788,-23.2030552613413,18.729212762788,13.465436504031
33,"Financial Risk",-3.56659731827699,-8.2115326018122,3.56659731827699,15.07642368966
34,"Organizational Strategy",97.226334966719,29.8712165450102,-97.226334966719,-75.891298987305
35,"Public Policy",-23.138949219137,-12.1809152796047,23.138949219137,26.644379734711
36,"Infrastructure",131.992269270122,27.2342260290284,-131.992269270122,-163.043548069805
37,"Infrastructure",-10.750024439767,-9.32861189010019,10.750024439767,24.157061626159
38,"Organizational Strategy",-19.178635952994,-16.5604136222522,19.178635952994,34.897369479519
39,"Public Policy",-64.5520400274545,-35.332725849191,64.5520400274545,42.6608199837258
40,"AI Governance",97.143381148577,12.7464430068554,-97.143381148577,-88.055394014209
41,"Infrastructure",29.431479483843,4.1806115811339,-29.431479483843,-45.4724523845418
42,"AI Governance",86.870620353147,48.089540616663,-86.870620353147,-86.535692038751
43,"Infrastructure",46.333626076579,17.9674702301151,-46.333626076579,-39.7391931583478
44,"Public Policy",181.73874168098,23.1506297646572,-181.73874168098,-237.499508200754
45,"Public Policy",53.027645304799,0.318681953086799,-53.027645304799,-16.958794233855
46,"Financial Risk",-11.872183188796,-5.0500201115564,11.872183188796,18.442292764685
47,"Healthcare",-79.021965049207,-44.1540377793077,79.021965049207,38.6147948600931
48,"AI Governance",37.503573130816,8.720093712303,-37.503573130816,-45.883827491907
49,"Public Policy",15.928749555722,6.69727958280859,-15.928749555722,-1.7262535561086
50,"Public Policy",131.847131233662,79.7305227931969,-131.847131233662,-116.133955128006
51,"Organizational Strategy",73.155902279541,45.832129657361,-73.155902279541,-38.0349145208791
52,"Organizational Strategy",114.347651638091,35.9005917879891,-114.347651638091,-56.8285457010825
53,"Public Policy",55.663656320423,5.1277666106466,-55.663656320423,-27.840120953549
54,"Infrastructure",-14.867362560704,-9.2742155969674,14.867362560704,27.560779933145
55,"Financial Risk",-114.015781493858,-51.8010752334811,114.015781493858,75.6209179314004
56,"Organizational Strategy",-33.6722902636975,-10.0967913510463,33.6722902636975,8.7005044646252
57,"AI Governance",146.22736858204,36.680168509478,-146.22736858204,-62.2560497760213
58,"Public Policy",79.53120495379,15.1334390935684,-79.53120495379,-30.152850541418
59,"Organizational Strategy",-73.154214426875,-38.0884056306841,73.154214426875,23.9869913293294
60,"Public Policy",29.865607783198,9.83343980676631,-29.865607783198,-5.455013296498
61,"Public Policy",-40.604876084253,-16.497998904156,40.604876084253,27.3723273024221
62,"AI Governance",-3.13639739900799,-8.3380222919702,3.13639739900799,3.08468043520699
63,"Healthcare",42.534207113087,-20.3602413356396,-42.534207113087,-20.97214523013
64,"Healthcare",-15.994485557079,-14.464606731161,15.994485557079,14.1819091061666
65,"Infrastructure",25.687430426478,1.9765021934393,-25.687430426478,-89.302441099141
66,"AI Governance",221.735433243215,73.8016683148345,-221.735433243215,-272.45257787551
67,"Public Policy",-91.343540810049,-65.134400690032,91.343540810049,88.6600845647899
68,"Healthcare",34.617935545743,3.0916816326303,-34.617935545743,-24.518031156142
69,"AI Governance",-63.1340152807534,-20.3072664524251,63.1340152807534,58.2550283623546
70,"Infrastructure",95.178304640576,25.3457406489843,-95.178304640576,-64.466309598308
71,"Infrastructure",13.30908392556,-10.0415011420583,-13.30908392556,-2.185431327716
72,"Healthcare",25.36743665114,4.2328237384751,-25.36743665114,-8.14709210626
73,"Financial Risk",-24.6942437086254,-7.0215994017834,24.6942437086254,-3.7333911186149
74,"Financial Risk",-18.425495004281,-25.9263604437708,18.425495004281,15.446526476624
75,"AI Governance",78.928213939071,50.1934858514297,-78.928213939071,-33.5681981630953
76,"AI Governance",41.787668962032,16.4582252608539,-41.787668962032,-29.145723459271
77,"Infrastructure",75.166337955743,15.6373788141833,-75.166337955743,-28.35254628249
78,"Organizational Strategy",-51.058557497337,-24.7175988716982,51.058557497337,36.388445758128
79,"AI Governance",35.528970202431,3.764011848669,-35.528970202431,-10.056453073812
80,"Infrastructure",4.3890016674995,-21.2603446967911,-4.3890016674995,-3.45670980295702
81,"Organizational Strategy",121.536866929382,24.7074652099265,-121.536866929382,-236.947069701599
82,"Public Policy",-9.66402605548501,-12.090774516845,9.66402605548501,32.195088095225
83,"Public Policy",45.955281563103,16.1139704168571,-45.955281563103,-110.008855211622
84,"Healthcare",163.522200915962,31.959668459429,-163.522200915962,-188.919727456523
85,"Public Policy",126.430783979595,8.182738150898,-126.430783979595,-123.384047803061
86,"AI Governance",1.11725623160601,-2.1031925781177,-1.11725623160601,5.05726413358298
87,"Organizational Strategy",52.563944146037,36.597237036483,-52.563944146037,-61.8004431929473
88,"AI Governance",157.099493511021,40.9986680117181,-157.099493511021,-81.75959815272
89,"Infrastructure",21.898455772549,0.475307279232894,-21.898455772549,2.675671528538
90,"Healthcare",18.6346906758845,10.5239030193029,-18.6346906758845,-12.1926623016386
91,"Infrastructure",30.789666302502,18.650005337886,-30.789666302502,-54.812245389191
92,"Public Policy",170.971132684499,82.61173696527,-170.971132684499,-81.7809980391166
93,"Public Policy",15.321689866483,4.54619079377649,-15.321689866483,4.421866623355
94,"Financial Risk",53.402260737494,12.150337410595,-53.402260737494,-45.7071535593771
95,"AI Governance",-50.782101090997,-40.3720020467102,50.782101090997,42.540160991767
96,"AI Governance",30.086787277833,9.280105649307,-30.086787277833,-17.0477022246754
97,"Organizational Strategy",18.7152405641973,2.2757292920761,-18.7152405641973,-16.576317616545
98,"Financial Risk",-0.950450703502014,-4.71679283822971,0.950450703502014,9.87011071186902
99,"Organizational Strategy",19.463214203715,6.92646319388901,-19.463214203715,-13.8758585599073
100,"Infrastructure",2.783592402935,-1.14155058516991,-2.783592402935,-42.7491182810295
101,"AI Governance",-16.601230695844,-14.3071360232076,16.601230695844,8.622490696276
102,"Healthcare",54.835058920085,20.445188815624,-54.835058920085,-31.5416960058824
103,"Infrastructure",71.83732389845,23.751783774612,-71.83732389845,-60.6548085379814
104,"Healthcare",-45.761892721057,-33.5460545189067,45.761892721057,99.202764790792
105,"Healthcare",111.231247067452,49.2442923610833,-111.231247067452,-89.479440840666
106,"AI Governance",-18.53188829869,-29.27724640611,18.53188829869,24.845255555601
107,"Organizational Strategy",78.92338231951,13.2345602248298,-78.92338231951,-81.744652188273
108,"Financial Risk",98.736328653991,46.5817112201944,-98.736328653991,-56.3221866615717
