"case_id","domain","reference_point","loss_aversion","gain_frame_choice","loss_frame_choice","frame_reversal","frame_sensitivity_index","review_flag"
1,"Healthcare",0,2.02061498691328,"sure option","risky option",TRUE,31.5513567872024,"review"
2,"AI Governance",0,1.77824201118201,"risky option","sure option",TRUE,130.208070525608,"review"
3,"Healthcare",-100,1.71090214839205,"risky option","sure option",TRUE,83.3101057729486,"review"
4,"Healthcare",-100,2.50820525479503,"sure option","risky option",TRUE,8.64153792575058,"review"
5,"Public Policy",-100,1.75656727398746,"risky option","sure option",TRUE,152.130019845009,"review"
6,"Infrastructure",0,1.48128286069259,"risky option","sure option",TRUE,59.4397133186967,"review"
7,"Public Policy",0,1.93097434453666,"sure option","risky option",TRUE,64.0375478880011,"review"
8,"Public Policy",0,2.66914193714038,"sure option","risky option",TRUE,4.55532257453063,"review"
9,"Healthcare",0,1.66447122641839,"sure option","risky option",TRUE,4.48623548323923,"review"
10,"Infrastructure",100,1.89253848609515,"sure option","risky option",TRUE,17.0923817708817,"review"
11,"Healthcare",-100,2.04682847131044,"sure option","risky option",TRUE,102.480481650403,"review"
12,"AI Governance",100,2.73900068020448,"risky option","sure option",TRUE,93.1806731416175,"review"
13,"Organizational Strategy",0,1.5413764456287,"risky option","sure option",TRUE,97.9876688591877,"review"
14,"Infrastructure",0,1.45005734921433,"risky option","sure option",TRUE,22.058486284771,"review"
15,"Public Policy",-100,2.30494218575768,"risky option","sure option",TRUE,41.2371712865295,"review"
16,"Public Policy",0,1.4914234417025,"sure option","risky option",TRUE,21.7451213796458,"review"
17,"Financial Risk",0,1.847233483335,"risky option","sure option",TRUE,89.6287703927645,"review"
18,"Healthcare",100,1.767030325206,"risky option","sure option",TRUE,273.003321876303,"review"
19,"Healthcare",100,2.50296960347332,"risky option","sure option",TRUE,340.66732866296,"review"
20,"Financial Risk",0,1.59451948190108,"risky option","sure option",TRUE,114.577472855148,"review"
21,"Infrastructure",100,2.33107150066644,"risky option","sure option",TRUE,48.955121040947,"review"
22,"AI Governance",-100,2.67060839207843,"risky option","sure option",TRUE,63.9864078783826,"review"
23,"AI Governance",-100,1.82599103096873,"risky option","sure option",TRUE,101.091451871517,"review"
24,"AI Governance",0,2.41291604987346,"risky option","sure option",TRUE,37.8685094495368,"review"
25,"Infrastructure",-100,1.90974283050746,"sure option","risky option",TRUE,22.9632305163031,"review"
26,"Public Policy",0,2.00566246300004,"risky option","sure option",TRUE,40.2548537297786,"review"
27,"Infrastructure",0,2.42041510315612,"risky option","sure option",TRUE,109.900996993092,"review"
28,"Financial Risk",100,1.76791702285409,"risky option","sure option",TRUE,14.9791187912905,"review"
29,"Public Policy",0,2.47656026850454,"sure option","risky option",TRUE,13.7819282811456,"review"
30,"Healthcare",-100,2.11431808341294,"risky option","sure option",TRUE,94.3036943234354,"review"
31,"Public Policy",100,2.3565012385603,"sure option","risky option",TRUE,27.478207122198,"review"
32,"Organizational Strategy",100,2.02249541538768,"sure option","risky option",TRUE,36.6684917653727,"review"
33,"Financial Risk",0,2.28011307134293,"sure option","risky option",TRUE,23.2879562914721,"review"
34,"Organizational Strategy",0,2.32414209591225,"risky option","sure option",TRUE,105.762515532315,"review"
35,"Public Policy",0,1.45240812748671,"sure option","risky option",TRUE,38.8252950143158,"review"
36,"Infrastructure",-100,2.49484839555807,"risky option","sure option",TRUE,190.277774098833,"review"
37,"Infrastructure",0,2.16652709711343,"sure option","risky option",TRUE,33.4856735162589,"review"
38,"Organizational Strategy",0,2.01145855048671,"sure option","risky option",TRUE,51.4577831017712,"review"
39,"Public Policy",0,1.50927318450995,"sure option","risky option",TRUE,77.9935458329168,"review"
40,"AI Governance",100,2.56826848834753,"risky option","sure option",TRUE,100.801837021064,"review"
41,"Infrastructure",-100,2.1424257740844,"risky option","sure option",TRUE,49.6530639656757,"review"
42,"AI Governance",0,2.72288944749162,"risky option","sure option",TRUE,134.625232655414,"review"
43,"Infrastructure",0,1.7561034812592,"risky option","sure option",TRUE,57.7066633884631,"review"
44,"Public Policy",100,2.46332611995749,"risky option","sure option",TRUE,260.650137965412,"review"
45,"Public Policy",100,2.0411819900386,"risky option","sure option",TRUE,17.277476186942,"review"
46,"Financial Risk",0,2.65242306231521,"sure option","risky option",TRUE,23.4923128762405,"review"
47,"Healthcare",0,1.56657624179497,"sure option","risky option",TRUE,82.7688326394012,"review"
48,"AI Governance",-100,2.44824707941152,"risky option","sure option",TRUE,54.6039212042098,"review"
49,"Public Policy",0,2.00861387257464,"risky option","sure option",TRUE,8.42353313891722,"review"
50,"Public Policy",100,2.56354648708366,"risky option","sure option",TRUE,195.864477921203,"review"
51,"Organizational Strategy",-100,2.70994389019907,"risky option","sure option",TRUE,83.8670441782409,"review"
52,"Organizational Strategy",0,1.77467522048391,"risky option","sure option",TRUE,92.7291374890718,"review"
53,"Public Policy",0,2.75241670790128,"risky option","sure option",TRUE,32.9678875641957,"review"
54,"Infrastructure",0,2.34781908174045,"sure option","risky option",TRUE,36.8349955301124,"review"
55,"Financial Risk",0,1.40897629694082,"sure option","risky option",TRUE,127.421993164881,"review"
56,"Organizational Strategy",-100,2.38546308991499,"sure option","risky option",TRUE,18.7972958156716,"review"
