"trial","alternative","decision_quality_score","architecture_score","realized_outcome","favorable_outcome","process_profile"
1,"Fast Commitment",0.3998,0.471155006004805,108.333892307859,TRUE,"fragile decision process"
2,"Fast Commitment",0.3998,0.471155006004805,104.40865419068,TRUE,"fragile decision process"
3,"Fast Commitment",0.3998,0.471155006004805,99.097133137467,TRUE,"fragile decision process"
4,"Fast Commitment",0.3998,0.471155006004805,73.0530538375799,FALSE,"fragile decision process"
5,"Fast Commitment",0.3998,0.471155006004805,54.7306378307359,FALSE,"fragile decision process"
6,"Fast Commitment",0.3998,0.471155006004805,112.516885386213,TRUE,"fragile decision process"
7,"Fast Commitment",0.3998,0.471155006004805,46.0711614716229,FALSE,"fragile decision process"
8,"Fast Commitment",0.3998,0.471155006004805,33.8492375304054,FALSE,"fragile decision process"
9,"Fast Commitment",0.3998,0.471155006004805,126.971161495494,TRUE,"fragile decision process"
10,"Fast Commitment",0.3998,0.471155006004805,57.3319411586974,FALSE,"fragile decision process"
11,"Fast Commitment",0.3998,0.471155006004805,91.8173951755897,TRUE,"fragile decision process"
12,"Fast Commitment",0.3998,0.471155006004805,91.4432607274251,TRUE,"fragile decision process"
13,"Fast Commitment",0.3998,0.471155006004805,76.7346410622389,TRUE,"fragile decision process"
14,"Fast Commitment",0.3998,0.471155006004805,92.1721630951247,TRUE,"fragile decision process"
15,"Fast Commitment",0.3998,0.471155006004805,110.385644320532,TRUE,"fragile decision process"
16,"Fast Commitment",0.3998,0.471155006004805,75.2141868961278,TRUE,"fragile decision process"
17,"Fast Commitment",0.3998,0.471155006004805,78.8442530319417,TRUE,"fragile decision process"
18,"Fast Commitment",0.3998,0.471155006004805,75.3323822073953,TRUE,"fragile decision process"
19,"Fast Commitment",0.3998,0.471155006004805,83.8044529114658,TRUE,"fragile decision process"
20,"Fast Commitment",0.3998,0.471155006004805,61.4825405311983,FALSE,"fragile decision process"
21,"Fast Commitment",0.3998,0.471155006004805,73.9673557486307,FALSE,"fragile decision process"
22,"Fast Commitment",0.3998,0.471155006004805,98.5351593411741,TRUE,"fragile decision process"
23,"Fast Commitment",0.3998,0.471155006004805,92.9672257403415,TRUE,"fragile decision process"
24,"Fast Commitment",0.3998,0.471155006004805,94.6109797523842,TRUE,"fragile decision process"
25,"Fast Commitment",0.3998,0.471155006004805,97.5855087794691,TRUE,"fragile decision process"
26,"Fast Commitment",0.3998,0.471155006004805,100.639531891063,TRUE,"fragile decision process"
27,"Fast Commitment",0.3998,0.471155006004805,43.2311621325003,FALSE,"fragile decision process"
28,"Fast Commitment",0.3998,0.471155006004805,93.7769078038613,TRUE,"fragile decision process"
29,"Fast Commitment",0.3998,0.471155006004805,66.9513387914477,FALSE,"fragile decision process"
30,"Fast Commitment",0.3998,0.471155006004805,81.6784884551268,TRUE,"fragile decision process"
31,"Fast Commitment",0.3998,0.471155006004805,106.715780875857,TRUE,"fragile decision process"
32,"Fast Commitment",0.3998,0.471155006004805,116.305022949449,TRUE,"fragile decision process"
33,"Fast Commitment",0.3998,0.471155006004805,48.8706066076938,FALSE,"fragile decision process"
34,"Fast Commitment",0.3998,0.471155006004805,100.0432379098,TRUE,"fragile decision process"
35,"Fast Commitment",0.3998,0.471155006004805,85.4183025160313,TRUE,"fragile decision process"
36,"Fast Commitment",0.3998,0.471155006004805,86.352500490485,TRUE,"fragile decision process"
37,"Fast Commitment",0.3998,0.471155006004805,91.5574340174402,TRUE,"fragile decision process"
38,"Fast Commitment",0.3998,0.471155006004805,89.6151086382378,TRUE,"fragile decision process"
39,"Fast Commitment",0.3998,0.471155006004805,51.6001109334558,FALSE,"fragile decision process"
40,"Fast Commitment",0.3998,0.471155006004805,133.430541713678,TRUE,"fragile decision process"
41,"Fast Commitment",0.3998,0.471155006004805,40.3846553937123,FALSE,"fragile decision process"
42,"Fast Commitment",0.3998,0.471155006004805,68.4420344455725,FALSE,"fragile decision process"
