"group_id","domain","member_id","expertise","status","influence_weight"
1,"Public Policy",7,0.883279334229883,0.69473905984778,0.201568377844931
1,"Public Policy",2,0.653502469288651,0.801199752406683,0.168125760908102
1,"Public Policy",3,0.65734623610042,0.588265414733905,0.154720443981776
1,"Public Policy",4,0.679932381678373,0.385058183223009,0.145260578670845
1,"Public Policy",1,0.474611511966214,0.9,0.143141898178975
1,"Public Policy",5,0.340750916325487,0.861529090220574,0.117013245854659
1,"Public Policy",6,0.338764702633489,0.158524556772318,0.0701696945607114
2,"AI Governance",2,0.932679637591354,0.803330497769639,0.190725773987789
2,"AI Governance",5,0.726619904139079,0.935516410204582,0.165662738036853
2,"AI Governance",7,0.785441162367351,0.751237312809098,0.164736881171435
2,"AI Governance",6,0.802232316473965,0.441662274952978,0.150303653942605
2,"AI Governance",1,0.4914076386136,0.9,0.126775903779041
2,"AI Governance",4,0.689162642648444,0.246206617006101,0.121774522876669
2,"AI Governance",3,0.33459956550505,0.498530106572434,0.0800205262056082
3,"Public Policy",1,0.780230393086094,0.9,0.224510355817458
3,"Public Policy",4,0.841906460025348,0.784627817233559,0.214925635215555
3,"Public Policy",7,0.409912087349221,0.858790027780924,0.174509232447302
3,"Public Policy",2,0.750124333275016,0.197464154392947,0.117987096040009
3,"Public Policy",3,0.67117608373519,0.154315786238294,0.102291837456958
3,"Public Policy",5,0.491625594906509,0.212904510681983,0.0895621107817015
3,"Public Policy",6,0.423881211446132,0.17669499788899,0.0762137322410169
4,"Public Policy",3,0.926404313195962,0.940045697893947,0.191654915482268
4,"Public Policy",6,0.901486760133412,0.778438857768197,0.18088727567524
4,"Public Policy",1,0.849012701853644,0.9,0.177228637702813
4,"Public Policy",2,0.846699404018,0.253202959918417,0.150216679609441
4,"Public Policy",4,0.700375863956287,0.696277499129064,0.144300703566631
4,"Public Policy",7,0.380990941473283,0.418150357541163,0.0801185191447932
4,"Public Policy",5,0.37893379809102,0.3164891296532,0.075593268818814
5,"Healthcare",2,0.920011824613903,0.627040415478405,0.192707711472652
5,"Healthcare",4,0.921396154607646,0.590295737620909,0.188953076467679
5,"Healthcare",1,0.502004683180712,0.9,0.165018623621398
5,"Healthcare",3,0.400950369075872,0.883759337395895,0.149500068600369
5,"Healthcare",5,0.724025062739383,0.222093573829625,0.122533073104698
5,"Healthcare",7,0.574872626073193,0.145313120901119,0.0939608410576091
5,"Healthcare",6,0.317577158554923,0.410322068468668,0.0873266056755955
6,"Infrastructure",3,0.804778839729261,0.703772249619942,0.182698396348195
6,"Infrastructure",7,0.84842364982469,0.29382536849007,0.175067268808923
6,"Infrastructure",6,0.721926460089162,0.859456911985762,0.172818871695451
6,"Infrastructure",1,0.707383955118712,0.9,0.171602095803621
6,"Infrastructure",5,0.526079607277643,0.385158701089676,0.116497621790048
6,"Infrastructure",4,0.490789720020257,0.143408512091264,0.100231978873067
