"group_id","domain","dissent_ratio","collective_error","social_influence_error_change","review_flag"
20,"Financial Risk",0.571428571428571,0.00643037719408612,0.00254784566142707,"acceptable"
56,"Organizational Strategy",0.571428571428571,0.0616409755291574,-0.0213078309989416,"review"
84,"Public Policy",0.571428571428571,0.0285990829732329,-0.00118639111807228,"review"
74,"Financial Risk",0.428571428571429,0.00532109541853565,-0.00399761430807821,"acceptable"
78,"Organizational Strategy",0.428571428571429,0.0341203339630479,0.00158626352944902,"review"
91,"Infrastructure",0.428571428571429,0.0482533362756424,-0.00639953124084569,"review"
120,"Healthcare",0.428571428571429,0.0526920230842882,-0.000396978989946783,"acceptable"
137,"Public Policy",0.428571428571429,0.0557672423477789,-0.00760690342124792,"acceptable"
145,"Infrastructure",0.428571428571429,0.0258446651002158,-0.000758935792609883,"review"
159,"Financial Risk",0.428571428571429,0.0650528286051656,1.22701656680713e-05,"acceptable"
163,"Healthcare",0.428571428571429,0.055235243385876,-0.00349132440144162,"review"
215,"AI Governance",0.428571428571429,0.0318913529031933,-6.73276830720493e-06,"review"
217,"Public Policy",0.428571428571429,0.00791750309998396,0.00156321079274702,"acceptable"
8,"Healthcare",0.285714285714286,0.0601301452041015,-0.00109427052229327,"acceptable"
11,"Public Policy",0.285714285714286,0.00899119677720717,-0.00025091727597315,"review"
13,"Organizational Strategy",0.285714285714286,0.0444792072886557,0.00398308389513258,"review"
16,"Healthcare",0.285714285714286,0.0203357114172888,0.00207212312541383,"review"
28,"Financial Risk",0.285714285714286,0.0147183086021461,-0.00397201666208485,"acceptable"
36,"Infrastructure",0.285714285714286,0.0522526834457233,-0.00458959561410832,"acceptable"
38,"Organizational Strategy",0.285714285714286,0.00248154251057189,0.000593694524761434,"review"
41,"Infrastructure",0.285714285714286,0.00957443761952415,-0.0050949777136291,"review"
53,"Healthcare",0.285714285714286,0.00890625356891994,0.00158484494160527,"review"
57,"AI Governance",0.285714285714286,0.00516544131535046,-0.00455178602875939,"review"
60,"Healthcare",0.285714285714286,0.00943396193591106,0.00443867667980347,"acceptable"
62,"AI Governance",0.285714285714286,0.0609365791071064,0.0127895209147799,"review"
