"group_id","domain","member_id","expertise","status","independent_estimate","influenced_estimate","influence_weight","true_value"
1,"Public Policy",1,0.474611511966214,0.9,0.536896244680588,0.496938368583017,0.143141898178975,0.407965940691065
1,"Public Policy",2,0.653502469288651,0.801199752406683,0.334976064927282,0.360241798831307,0.168125760908102,0.407965940691065
1,"Public Policy",3,0.65734623610042,0.588265414733905,0.398587771849799,0.403305855841274,0.154720443981776,0.407965940691065
1,"Public Policy",4,0.679932381678373,0.385058183223009,0.421467136154025,0.418794801137918,0.145260578670845,0.407965940691065
1,"Public Policy",5,0.340750916325487,0.861529090220574,0.447446914755608,0.436382674831791,0.117013245854659,0.407965940691065
1,"Public Policy",6,0.338764702633489,0.158524556772318,0.307035525786147,0.341326523189849,0.0701696945607114,0.407965940691065
1,"Public Policy",7,0.883279334229883,0.69473905984778,0.445948925596936,0.435368561335231,0.201568377844931,0.407965940691065
2,"AI Governance",1,0.4914076386136,0.9,0.540040016774028,0.532668370886914,0.126775903779041,0.399527653167024
2,"AI Governance",2,0.932679637591354,0.803330497769639,0.404416586156118,0.410512070517777,0.190725773987789,0.399527653167024
2,"AI Governance",3,0.33459956550505,0.498530106572434,0.588660315115313,0.576460772695034,0.0800205262056082,0.399527653167024
2,"AI Governance",4,0.689162642648444,0.246206617006101,0.399344988179993,0.405944071884351,0.121774522876669,0.399527653167024
2,"AI Governance",5,0.726619904139079,0.935516410204582,0.446164543844589,0.448114541093517,0.165662738036853,0.399527653167024
2,"AI Governance",6,0.802232316473965,0.441662274952978,0.424189257776986,0.428321356145006,0.150303653942605,0.399527653167024
2,"AI Governance",7,0.785441162367351,0.751237312809098,0.457800962177584,0.458595486802013,0.164736881171435,0.399527653167024
3,"Public Policy",1,0.780230393086094,0.9,0.270245664561993,0.266905891151938,0.224510355817458,0.270077315391973
3,"Public Policy",2,0.750124333275016,0.197464154392947,0.202032470954382,0.243338304496368,0.117987096040009,0.270077315391973
3,"Public Policy",3,0.67117608373519,0.154315786238294,0.310277290710982,0.280736775887474,0.102291837456958,0.270077315391973
3,"Public Policy",4,0.841906460025348,0.784627817233559,0.194146117426566,0.240613577646128,0.214925635215555,0.270077315391973
3,"Public Policy",5,0.491625594906509,0.212904510681983,0.242449514879494,0.257302350668233,0.0895621107817015,0.270077315391973
3,"Public Policy",6,0.423881211446132,0.17669499788899,0.411127628082047,0.315580461390726,0.0762137322410169,0.270077315391973
3,"Public Policy",7,0.409912087349221,0.858790027780924,0.225721521000201,0.251522846374798,0.174509232447302,0.270077315391973
4,"Public Policy",1,0.849012701853644,0.9,0.800160825427513,0.823265273476625,0.177228637702813,0.83656729721697
4,"Public Policy",2,0.846699404018,0.253202959918417,0.880244252065229,0.877751382601207,0.150216679609441,0.83656729721697
4,"Public Policy",3,0.926404313195962,0.940045697893947,0.837863248224842,0.848916752303693,0.191654915482268,0.83656729721697
4,"Public Policy",4,0.700375863956287,0.696277499129064,0.936424013784385,0.915974230400547,0.144300703566631,0.83656729721697
4,"Public Policy",5,0.37893379809102,0.3164891296532,0.800007511729068,0.823160963917775,0.075593268818814,0.83656729721697
4,"Public Policy",6,0.901486760133412,0.778438857768197,0.862415805809477,0.86562149869143,0.18088727567524,0.83656729721697
4,"Public Policy",7,0.380990941473283,0.418150357541163,0.99,0.952425555649238,0.0801185191447932,0.83656729721697
5,"Healthcare",1,0.502004683180712,0.9,0.588701913163557,0.59066594451102,0.165018623621398,0.522987228271086
5,"Healthcare",2,0.920011824613903,0.627040415478405,0.553482898925417,0.573744338475907,0.192707711472652,0.522987228271086
5,"Healthcare",3,0.400950369075872,0.883759337395895,0.777937361986582,0.681587504416387,0.149500068600369,0.522987228271086
5,"Healthcare",4,0.921396154607646,0.590295737620909,0.532201212424502,0.563519171118972,0.188953076467679,0.522987228271086
5,"Healthcare",5,0.724025062739383,0.222093573829625,0.566681364881644,0.580085777781078,0.122533073104698,0.522987228271086
5,"Healthcare",6,0.317577158554923,0.410322068468668,0.607075742623048,0.599493979883264,0.0873266056755955,0.522987228271086
5,"Healthcare",7,0.574872626073193,0.145313120901119,0.521295593324107,0.558279371142229,0.0939608410576091,0.522987228271086
6,"Infrastructure",1,0.707383955118712,0.9,0.204231042093416,0.206433206134635,0.171602095803621,0.260498536750674
6,"Infrastructure",2,0.354491770791356,0.325537651998457,0.261156957881967,0.259668192891548,0.0810837666806953,0.260498536750674
6,"Infrastructure",3,0.804778839729261,0.703772249619942,0.275561210446059,0.273138511003617,0.182698396348195,0.260498536750674
6,"Infrastructure",4,0.490789720020257,0.143408512091264,0.315129616956017,0.310141404455064,0.100231978873067,0.260498536750674
6,"Infrastructure",5,0.526079607277643,0.385158701089676,0.150928163361879,0.156586348089895,0.116497621790048,0.260498536750674
6,"Infrastructure",6,0.721926460089162,0.859456911985762,0.221220510700672,0.22232112157325,0.172818871695451,0.260498536750674
6,"Infrastructure",7,0.84842364982469,0.29382536849007,0.239140621208441,0.239079338500441,0.175067268808923,0.260498536750674
7,"Healthcare",1,0.647322125709616,0.910873839119449,0.37831906308904,0.354188980816776,0.137608208805407,0.337652877811342
7,"Healthcare",2,0.855303196876775,0.326021110347938,0.368554522659968,0.348981162118285,0.154871481306757,0.337652877811342
7,"Healthcare",3,0.777298599400092,0.172961934516206,0.356122428588997,0.342350630713915,0.136959542151361,0.337652877811342
7,"Healthcare",4,0.768028584006242,0.29458688958548,0.286826700160444,0.305392456096571,0.139124777270833,0.337652877811342
7,"Healthcare",5,0.939170528599061,0.382565094449092,0.329657072461545,0.328235601183963,0.170812261815517,0.337652877811342
7,"Healthcare",6,0.405252787098288,0.909029157448094,0.359275098938434,0.344032075500307,0.0965533320566358,0.337652877811342
7,"Healthcare",7,0.798016921023373,0.941470747499261,0.207522253618128,0.26309623308674,0.164070396593489,0.337652877811342
8,"Healthcare",1,0.484859064908233,0.9,0.740068144554024,0.740927948262254,0.116169183741327,0.804825485055335
8,"Healthcare",2,0.733384535310324,0.786560655757785,0.759915365110711,0.755944974314414,0.157796303354619,0.804825485055335
8,"Healthcare",3,0.812027300684713,0.683312234829646,0.740832165623445,0.741506030431046,0.168868980228813,0.804825485055335
8,"Healthcare",4,0.918917956179939,0.349133732717019,0.781791186140231,0.772496902750661,0.177875777276837,0.804825485055335
8,"Healthcare",5,0.548740425333381,0.456956610223278,0.688540875596134,0.701940809578164,0.11396619212784,0.804825485055335
8,"Healthcare",6,0.642145492916461,0.724971895909402,0.620564283901492,0.65050760030335,0.139295740824106,0.804825485055335
8,"Healthcare",7,0.552430174720939,0.822348058701027,0.873495464376543,0.84188321966269,0.126027822446459,0.804825485055335
9,"Public Policy",1,0.710045454965439,0.9,0.411372292907077,0.409780096382314,0.186024456002032,0.392950164398644
9,"Public Policy",2,0.933181945071556,0.779699791804887,0.3942850882571,0.398321226139968,0.193186975051198,0.392950164398644
9,"Public Policy",3,0.405352522374596,0.754278873058502,0.42730717051005,0.420466203239494,0.136798854338967,0.392950164398644
9,"Public Policy",4,0.502627795247827,0.660446659370791,0.400536921255727,0.402513775159867,0.13465486538375,0.392950164398644
9,"Public Policy",5,0.585906657285523,0.219105788809247,0.344790429466375,0.365129555273375,0.0868822649778507,0.392950164398644
9,"Public Policy",6,0.723250381543767,0.668031222990248,0.38502281654104,0.392109843300129,0.15783707748498,0.392950164398644
9,"Public Policy",7,0.748889265756588,0.229484014573973,0.48245479981358,0.457448819255803,0.104615506761222,0.392950164398644
10,"Infrastructure",1,0.78672295419965,0.9,0.535283801079145,0.543935169136126,0.21305301093865,0.624591861758381
10,"Infrastructure",2,0.623217765730806,0.256430716312025,0.650142691284047,0.64132737594495,0.14026352778461,0.624591861758381
10,"Infrastructure",3,0.360885457531549,0.661473232868593,0.567621333279993,0.571355106923907,0.113258711328199,0.624591861758381
10,"Infrastructure",4,0.92315365690738,0.188093411119189,0.63674606543961,0.629967985718784,0.195793047244899,0.624591861758381
10,"Infrastructure",5,0.429465847543906,0.338211657374632,0.529683197715127,0.539186254009839,0.106743157546457,0.624591861758381
10,"Infrastructure",6,0.646350345422979,0.103673409542535,0.623948124595401,0.619116237985519,0.135335454874488,0.624591861758381
10,"Infrastructure",7,0.387926201894879,0.291640648012981,0.601794165587393,0.60033124926159,0.0955530902826971,0.624591861758381
11,"Public Policy",1,0.528853663103655,0.9,0.942036973865179,0.838239902659392,0.145525327574392,0.785695810639299
11,"Public Policy",2,0.626254535128828,0.929297056130599,0.758215837295285,0.769648370885386,0.157565801436457,0.785695810639299
11,"Public Policy",3,0.4937470589648,0.686533261032309,0.778458538252176,0.777201788799046,0.119236091065657,0.785695810639299
11,"Public Policy",4,0.775823738775216,0.946137973130681,0.789694653003986,0.781394464007112,0.173010325421807,0.785695810639299
11,"Public Policy",5,0.848473034310155,0.908972330309916,0.770754152491334,0.774326952800449,0.175606835127329,0.785695810639299
11,"Public Policy",6,0.733429433626588,0.74727855065139,0.635926462308334,0.724016972306521,0.147637469154511,0.785695810639299
11,"Public Policy",7,0.628055877878796,0.223849036486354,0.760089258886538,0.770347424644928,0.0814181502198462,0.785695810639299
12,"AI Governance",1,0.704971360811032,0.9,0.928900985941611,0.920425623158938,0.17329817660413,0.844017265609
12,"AI Governance",2,0.822142001974862,0.88723206090508,0.811189668644343,0.820169354300009,0.184990417814545,0.844017265609
12,"AI Governance",3,0.326734090491664,0.646605301613454,0.903644951829464,0.898914728502452,0.104504544628155,0.844017265609
12,"AI Governance",4,0.763684565818403,0.613777799124364,0.787317671802232,0.799837262292593,0.149665417425521,0.844017265609
12,"AI Governance",5,0.76073275153758,0.357467351923697,0.872884355187321,0.872715525927668,0.122323524902271,0.844017265609
12,"AI Governance",6,0.882071571308188,0.282851553184446,0.808283135586056,0.817693822070571,0.127961212960087,0.844017265609
12,"AI Governance",7,0.478855516551994,0.796758817892987,0.99,0.972464452738798,0.137256705665292,0.844017265609
13,"Organizational Strategy",1,0.452653328329325,0.9,0.312548259609243,0.399487611116936,0.192643559482855,0.479716593865305
13,"Organizational Strategy",2,0.552125116577372,0.283457160729449,0.573833294869848,0.481444036183215,0.119387559555793,0.479716593865305
13,"Organizational Strategy",3,0.829056175902951,0.267674943315797,0.430168696812173,0.436381230142114,0.156847734078226,0.479716593865305
13,"Organizational Strategy",4,0.475165841623675,0.149040743836667,0.488148795766863,0.45456765873178,0.0892748528530762,0.479716593865305
13,"Organizational Strategy",5,0.610369881254155,0.393542554788291,0.431012483542877,0.436645897974689,0.143363678772492,0.479716593865305
13,"Organizational Strategy",6,0.429405833396595,0.628744042583276,0.346848522871289,0.410246462855176,0.150806991122749,0.479716593865305
13,"Organizational Strategy",7,0.784980444912799,0.247572432737797,0.491983239830181,0.455770396298563,0.147675624134808,0.479716593865305
14,"Infrastructure",1,0.583328493253794,0.9,0.498692810071484,0.435559535836307,0.14420891596487,0.45595499946503
14,"Infrastructure",2,0.581222280464135,0.946066405752208,0.265558592255301,0.360944315817079,0.145915869195895,0.45595499946503
14,"Infrastructure",3,0.883052986767143,0.524446583050303,0.444428070086921,0.418191962979942,0.180453331922496,0.45595499946503
14,"Infrastructure",4,0.914619174250402,0.319091115042102,0.448973277677027,0.419646668632101,0.176781030043418,0.45595499946503
14,"Infrastructure",5,0.707871495082509,0.715773376612924,0.469751060362468,0.426296652667513,0.157996694967847,0.45595499946503
14,"Infrastructure",6,0.353961718012579,0.234203298599459,0.364058967957882,0.39246962031279,0.0734160763292624,0.45595499946503
14,"Infrastructure",7,0.589208104461431,0.368138855649158,0.349435233418605,0.387789255583957,0.121228081576211,0.45595499946503
