"group_id","domain","consensus_pressure","influence_concentration","collective_error","review_flag"
129,"Organizational Strategy",0.74894358406309,0.17350495061803,0.0257943040409683,"review"
135,"Public Policy",0.7374341547722,0.200884674555535,0.0237801443351008,"review"
134,"AI Governance",0.737334086117335,0.233576932868956,0.0341498222631571,"review"
73,"Financial Risk",0.734811839624308,0.200390579808978,0.00447284069380904,"review"
38,"Organizational Strategy",0.723989884671755,0.204604303597951,0.00248154251057189,"review"
144,"Organizational Strategy",0.715142128267325,0.191966868220472,0.0338643427205756,"review"
125,"AI Governance",0.7130440258421,0.164234212963816,0.0132615820353589,"review"
118,"Healthcare",0.711464948114008,0.187613697578285,0.0128201957450682,"review"
146,"Infrastructure",0.708115291246213,0.204433292771464,0.0691964970477836,"review"
72,"Public Policy",0.705362831824459,0.168760820541158,0.0544933428404264,"review"
51,"Organizational Strategy",0.7050643511815,0.174734450963121,0.0686616723163674,"review"
70,"Infrastructure",0.702668266021647,0.222806795819979,0.0303510949784149,"review"
29,"Healthcare",0.701098732161336,0.203334306660989,0.0070919044861435,"review"
91,"Infrastructure",0.697737974626943,0.21024802584127,0.0482533362756424,"review"
97,"Organizational Strategy",0.696482523623854,0.184014680524757,0.0280116416662294,"review"
24,"AI Governance",0.694441517512314,0.207443467977051,0.0265734449411604,"review"
108,"Financial Risk",0.690136613487266,0.239728232416214,0.0158674959819232,"review"
93,"Healthcare",0.688926105760038,0.161115589350094,0.0251368777336997,"review"
126,"Public Policy",0.687402438628487,0.191080514527395,0.0051297597109804,"review"
13,"Organizational Strategy",0.686333260592073,0.192643559482855,0.0444792072886557,"review"
145,"Infrastructure",0.683327716076747,0.214429743645295,0.0258446651002158,"review"
178,"Organizational Strategy",0.680675704567693,0.184924054779013,0.020989688655557,"review"
14,"Infrastructure",0.679947368009016,0.180453331922496,0.0476482346427019,"review"
199,"Public Policy",0.670924511668272,0.194757660229846,0.0333997939061055,"review"
202,"AI Governance",0.667720702989027,0.179081776275683,0.0236406118957797,"review"
84,"Public Policy",0.659302736003883,0.211662067382848,0.0285990829732329,"review"
233,"Public Policy",0.6572981267469,0.186154404648825,0.0142902152689666,"review"
3,"Public Policy",0.654501051642001,0.224510355817458,0.0100231269487996,"review"
206,"AI Governance",0.650875120190904,0.190399481580998,0.0475816515985015,"review"
138,"Healthcare",0.650730762956664,0.170698904584632,0.0359801286057195,"review"
78,"Organizational Strategy",0.648062477912754,0.168599610470851,0.0341203339630479,"review"
213,"Financial Risk",0.643805255740881,0.211833409005801,0.0199985421018484,"review"
228,"Healthcare",0.634576700511388,0.182003565865619,0.042351497632107,"review"
101,"AI Governance",0.63037657677196,0.202260141591777,0.0123796520774318,"review"
86,"AI Governance",0.627323727542534,0.220042259334151,0.0110818888323675,"review"
11,"Public Policy",0.626857209927402,0.175606835127329,0.00899119677720717,"review"
215,"AI Governance",0.623891561315395,0.208992071167674,0.0318913529031933,"review"
176,"Financial Risk",0.621150275249965,0.194139917362133,0.0514121919138877,"review"
205,"Public Policy",0.620896911132149,0.208245924462956,0.0476722007023944,"review"
83,"Healthcare",0.619353888649493,0.194506524381056,0.0320710940972347,"review"
61,"Healthcare",0.618963665422052,0.193926724416079,0.0356821692403422,"review"
222,"Organizational Strategy",0.618315776833333,0.184981589667957,0.0388298092100653,"review"
54,"Infrastructure",0.614853202831,0.181042895258547,0.0107288902491618,"review"
102,"Public Policy",0.614104770496488,0.204096219964332,0.0399557079854576,"review"
170,"Organizational Strategy",0.611688631772995,0.193784428686963,0.0229407542463822,"review"
231,"Infrastructure",0.608936679223552,0.209388412546271,0.0222653159822301,"review"
96,"AI Governance",0.606094455323182,0.205488704758509,0.0127919389890166,"review"
196,"Infrastructure",0.606015688995831,0.210506274671207,0.0100945895067268,"review"
133,"Organizational Strategy",0.60459762129467,0.191529810864519,0.0481070485225163,"review"
152,"Healthcare",0.604449502774514,0.184234118225413,0.0125760381609795,"review"
53,"Healthcare",0.6008798224153,0.168092306209601,0.00890625356891994,"review"
181,"Public Policy",0.593850473687053,0.188421596444409,0.0116133980577423,"review"
147,"Healthcare",0.591445265640505,0.190886244954969,0.0122827942937654,"review"
64,"Public Policy",0.58523598969914,0.216117083259532,0.0333296294281745,"review"
127,"Financial Risk",0.583711300836876,0.192010533792075,0.0208898190839195,"acceptable"
128,"Public Policy",0.580652441340499,0.178567004690341,0.00591871278960704,"acceptable"
157,"Public Policy",0.579427458904684,0.200670326220295,0.00432429844887117,"review"
94,"Financial Risk",0.578711346932687,0.173459036340885,0.0843738998043785,"acceptable"
203,"Organizational Strategy",0.575363875320181,0.183437881614258,0.0398736079970963,"acceptable"
27,"Infrastructure",0.570751613867469,0.185648598526859,0.0125843936119113,"acceptable"
166,"Financial Risk",0.566297577740625,0.233439436811905,0.0697459395608291,"review"
220,"Infrastructure",0.553928322042339,0.173871342417519,0.0507670065458851,"review"
160,"AI Governance",0.552907461160794,0.164799363839979,0.00539110067562343,"acceptable"
191,"Financial Risk",0.549167159269564,0.198320234603099,0.0227294672954302,"acceptable"
111,"AI Governance",0.545254627545364,0.21733334594266,0.00829326529150937,"review"
112,"Organizational Strategy",0.535097769740969,0.178184878154759,0.005348973464191,"acceptable"
172,"Healthcare",0.525617182604037,0.179711975403711,0.00554081171723897,"acceptable"
74,"Financial Risk",0.523733602068387,0.184656723764335,0.00532109541853565,"acceptable"
