"group_id","domain","true_value","independent_group_estimate","influenced_group_estimate","independent_error","collective_error","social_influence_error_change","dissent_ratio","influence_concentration","consensus_pressure","authority_concentration","shared_information","unique_information","hidden_profile_risk","evidence_diversity","review_flag"
82,"Healthcare",0.255954213824589,0.350318598950834,0.343522078792275,0.0943643851262456,0.0875678649676862,-0.00679652015855942,0.285714285714286,0.202523432470458,0.286798501946032,0.337235853564925,10,9,0.473684210526316,0.691761498852418,"review"
166,"Financial Risk",0.818620241805911,0.738782184544697,0.748874302245082,0.079838057261214,0.0697459395608291,-0.0100921177003849,0.142857142857143,0.233439436811905,0.566297577740625,0.468886077427305,12,10,0.454545454545455,0.689009238476659,"review"
146,"Infrastructure",0.628557772899512,0.558583843240227,0.559361275851729,0.0699739296592847,0.0691964970477836,-0.000777432611501094,0.285714285714286,0.204433292771464,0.708115291246213,0.521174407820217,11,6,0.352941176470588,0.649248354870898,"review"
51,"Organizational Strategy",0.523351916915271,0.596118152717622,0.592013589231639,0.0727662358023509,0.0686616723163674,-0.00410456348598343,0.142857142857143,0.174734450963121,0.7050643511815,0.126007802225649,10,5,0.333333333333333,0.636514168294813,"review"
182,"AI Governance",0.231616698543075,0.153777322943492,0.164524110285563,0.0778393755995837,0.0670925882575124,-0.0107467873420714,0.285714285714286,0.200004052338659,0.192193452571519,0.400914142862894,11,10,0.476190476190476,0.692012964831874,"review"
32,"Organizational Strategy",0.389942688809242,0.460007602704215,0.45414656992348,0.0700649138949727,0.064203881114238,-0.00586103278073463,0,0.214720483283208,0.429069928103127,0.385270676366053,7,9,0.5625,0.685314207276458,"review"
56,"Organizational Strategy",0.83693993317429,0.753991126646191,0.775298957645132,0.082948806528099,0.0616409755291574,-0.0213078309989416,0.571428571428571,0.197022499487992,0.446899512549862,0.2519263809314,8,10,0.555555555555556,0.686961576597323,"review"
62,"AI Governance",0.387147795257624,0.435294853449951,0.448084374364731,0.0481470581923265,0.0609365791071064,0.0127895209147799,0.285714285714286,0.193086684303027,0.170078943669796,0.361703834868968,9,9,0.5,0.693147180559945,"review"
163,"Healthcare",0.426142414251808,0.36741584646449,0.370907170865932,0.0587265677873177,0.055235243385876,-0.00349132440144162,0.428571428571429,0.19968936880668,0.293471571756527,0.541245762747712,6,7,0.538461538461538,0.690185676018804,"review"
72,"Public Policy",0.739320284803398,0.795453812528105,0.793813627643824,0.0561335277247073,0.0544933428404264,-0.00164018488428086,0,0.168760820541158,0.705362831824459,0.261911011906341,4,10,0.714285714285714,0.598269588585257,"review"
155,"Healthcare",0.738474987039808,0.79677187904674,0.790315911817082,0.0582968920069316,0.0518409247772736,-0.00645596722965791,0.142857142857143,0.160508531535023,0.100681315059774,0.201274241460487,4,9,0.692307692307692,0.617241769730342,"review"
176,"Financial Risk",0.285932454955764,0.235830816414445,0.234520263041876,0.0501016385413187,0.0514121919138877,0.00131055337256902,0.142857142857143,0.194139917362133,0.621150275249965,0.286539260321297,7,8,0.533333333333333,0.690923309313818,"review"
220,"Infrastructure",0.798317947413307,0.74811361985683,0.747550940867422,0.0502043275564769,0.0507670065458851,0.000562678989408205,0,0.173871342417519,0.553928322042339,0.304210607102141,5,10,0.666666666666667,0.636514168294813,"review"
91,"Infrastructure",0.558312843099702,0.61296571061619,0.606566179375345,0.0546528675164881,0.0482533362756424,-0.00639953124084569,0.428571428571429,0.21024802584127,0.697737974626943,0.52609517229721,4,4,0.5,0.693147180559945,"review"
133,"Organizational Strategy",0.622583636431955,0.573387770706106,0.574476587909438,0.0491958657258491,0.0481070485225163,-0.00108881720333276,0,0.191529810864519,0.60459762129467,0.345726246270351,8,10,0.555555555555556,0.686961576597323,"review"
205,"Public Policy",0.349580165196676,0.299884992615759,0.301907964494281,0.0496951725809173,0.0476722007023944,-0.00202297187852285,0.142857142857143,0.208245924462956,0.620896911132149,0.295554248406552,9,5,0.357142857142857,0.651756561172653,"review"
151,"Infrastructure",0.781355731829535,0.745999142969017,0.733686254917658,0.0353565888605181,0.0476694769118775,0.0123128880513594,0,0.192315036714511,0.219297164632007,0.556014989526011,8,8,0.5,0.693147180559945,"review"
