"case_id","domain","estimated_duration","actual_duration","duration_planning_error","estimated_cost","actual_cost","cost_planning_error","review_flag"
387,"Public Policy",252.792109088041,816.115323811081,2.22840505882583,4349655.99989519,9506430.24682292,1.1855590987085,"review"
810,"Organizational Strategy",98.5426115407608,313.313252263884,2.1794697478084,483883.077721111,548044.539156251,0.132597035088132,"review"
316,"Financial Risk",230.419889412588,685.364908516276,1.9744173138156,3841711.98750846,6138293.81206518,0.597801665513755,"review"
466,"Public Policy",123.999672371428,333.880796052312,1.69259417921852,617024.807166308,730805.541641769,0.184402204180411,"review"
67,"Healthcare",186.318546853727,499.0054753208,1.67823833830432,3318289.07784075,4158118.74614695,0.25309117096353,"review"
64,"Public Policy",260.024881083518,688.354746127032,1.64726492041328,3483936.46145705,5019883.64023424,0.440865439358449,"review"
158,"Infrastructure",308.398328345502,771.15656818492,1.50052123279016,3437132.86577258,4169719.00772875,0.213138732357819,"review"
883,"Financial Risk",150.20540712052,372.628821352828,1.48079498931647,4519586.34241018,7061427.98399535,0.562405815269737,"review"
109,"Public Policy",257.72005651379,638.240073500127,1.47648585109625,316235.632356256,375207.270771728,0.186480055950928,"review"
865,"Public Policy",335.561495939037,827.387117226447,1.46567954678794,3914224.49201345,5419432.02686656,0.384548085559303,"review"
144,"Organizational Strategy",315.692860849667,774.356674227267,1.4528799040407,2657311.2711776,2631216.57709954,-0.00981996138769964,"review"
732,"Public Policy",86.669044138398,211.930827835724,1.44528862574394,4610038.52011636,3947794.01793434,-0.143652704699158,"review"
596,"Financial Risk",31.4609490102157,76.466416163145,1.43051842264248,4847947.09850103,2888094.69354065,-0.404264395864872,"review"
212,"Healthcare",326.696740336483,782.988192335479,1.39668198565139,4968947.70944491,5058664.33924275,0.018055458629058,"review"
756,"Organizational Strategy",240.698793584015,571.929705038869,1.37612202588476,2323801.27408542,1645592.58029099,-0.291853137941561,"review"
460,"Public Policy",328.714417177252,768.280373760548,1.33722749479001,1299728.56582608,2136144.07279027,0.643530910188609,"review"
573,"AI Governance",165.968809180195,385.265262730131,1.32131124295676,659916.816581972,1355083.96104802,1.05341632005479,"review"
422,"Financial Risk",265.807239372516,616.620131983185,1.31980187386477,2093653.02796941,2552744.55555857,0.219277751115435,"review"
767,"Healthcare",138.988470613258,320.151068158015,1.30343615369976,3440117.78824497,2707129.66822344,-0.213070646163972,"review"
750,"Financial Risk",301.526146699907,688.966489315506,1.28493116386751,4035359.45296753,5299413.33067557,0.313244431491345,"review"
430,"Organizational Strategy",39.2020780558232,88.7794780552391,1.26466255000101,156648.481404409,177728.004451203,0.13456576698228,"review"
1,"Public Policy",80.0404372706544,181.157815373278,1.26332865674757,1490154.09760177,1891934.32417133,0.26962327400648,"review"
736,"Organizational Strategy",142.18086903682,318.105287633464,1.23732833951863,2846463.37623708,3099885.56388249,0.0890305456803134,"review"
467,"Organizational Strategy",199.149994498584,443.405467233191,1.22648997982444,4981534.77355372,3735857.75550832,-0.250058882386716,"review"
19,"Public Policy",110.848790785531,246.29160223775,1.22186999508432,3165334.21010245,4241085.45608778,0.339853922076214,"review"
4,"Public Policy",240.829777163453,530.417957160902,1.20246002553456,2381247.46559188,4321967.45664722,0.815001388599048,"review"
676,"Public Policy",50.7750176009722,110.636476769171,1.17895496637016,4268983.00519679,6389811.93010793,0.496799570841436,"review"
639,"Infrastructure",241.472158555407,520.101666332937,1.15387839925072,633620.08810509,723699.052685809,0.142165575668711,"review"
128,"Public Policy",90.9701196593232,195.102127638841,1.14468364304108,2393517.51953363,2391222.93555155,-0.000958666048339255,"review"
723,"Public Policy",334.316003799904,716.105791904746,1.14200272725607,1698365.56005757,2154307.79021953,0.268459418210588,"review"
47,"Public Policy",114.915173425106,244.059700972593,1.12382485008957,1558646.48600109,2099094.85533896,0.346742108741069,"review"
218,"Organizational Strategy",263.238278356148,558.308532228157,1.12092456961291,4919179.85472828,7780221.27290226,0.581609435447652,"review"
170,"Organizational Strategy",180.256001011003,381.700188314164,1.11754497033841,640046.427142806,695783.741263309,0.0870832360854139,"review"
286,"Financial Risk",108.177351279883,228.795480374972,1.11500353510245,1482695.94989251,2260598.80049061,0.524654330278902,"review"
622,"Public Policy",264.851972227916,556.335211901475,1.10055151646266,1850549.05582219,1357561.48314961,-0.266400704764647,"review"
336,"Organizational Strategy",262.290837557521,550.169910857341,1.09755672741213,1382752.8699534,2386908.00033222,0.72619999726535,"review"
411,"Healthcare",183.425690473523,383.512895760171,1.0908352301693,1752762.57642545,3200004.27749103,0.825691808195189,"review"
358,"Healthcare",150.772645763354,312.477027580331,1.07250477033334,3645054.06005774,4167550.78295239,0.143344025708738,"review"
107,"Organizational Strategy",33.1407011731062,68.464329839765,1.06586847641365,456109.244120307,629969.754466765,0.381181729131099,"review"
538,"AI Governance",217.562162514077,446.550074581541,1.05251717220197,4682000.32545719,4087462.93214847,-0.126983629214221,"review"
708,"Public Policy",284.099295986816,582.333803296932,1.04975447501269,1799055.7604935,1790306.20037611,-0.00486341797154108,"review"
533,"Financial Risk",149.148899397114,302.304662205978,1.02686485403476,1259873.7250315,3113972.2153469,1.47165422492563,"review"
899,"AI Governance",83.5954807524104,169.375259709381,1.0261293814558,1711877.75805593,2391993.74785548,0.39729238060311,"review"
633,"Healthcare",153.885483850027,311.605315219096,1.02491688899507,4948296.70470208,4535951.84868666,-0.0833306652011376,"review"
197,"Financial Risk",292.987142741913,593.155862643242,1.02451157785358,1556345.94415314,2690159.14543477,0.72850975423627,"review"
532,"Public Policy",81.6332946857437,164.587706764609,1.01618356086457,4840290.27738143,5558681.61217239,0.148419060350159,"review"
674,"Public Policy",37.9293687338941,76.307224983018,1.01182428103079,2312900.00763256,3126891.57176001,0.351935475568023,"review"
560,"Public Policy",123.284883239539,247.415911385465,1.00686333055726,4527582.69789629,6929258.07333823,0.530454225951051,"review"
347,"Infrastructure",88.4074292355217,176.63851461862,0.998005327674966,645920.49033381,263253.434946017,-0.592436779935611,"review"
762,"Public Policy",287.116673322162,570.446864792149,0.986812044705164,3340647.20310271,3543341.43301556,0.0606751379566792,"review"
581,"Financial Risk",353.290949659422,698.197787758283,0.976268535696588,3893245.08665595,3946161.63345925,0.0135918868772653,"review"
368,"Infrastructure",120.507909818552,237.400287234017,0.969997551127294,3126952.74834987,3198611.33247324,0.0229164269147288,"review"
120,"Healthcare",292.99450749415,575.275592148128,0.963434731484224,2423842.18364023,3254238.82500796,0.342595176770384,"review"
682,"AI Governance",120.744273422752,236.962703437545,0.962517117543853,1702251.20407995,1961270.1759839,0.152162601667215,"review"
103,"Infrastructure",338.667195858434,663.313372927346,0.958599418659425,3130422.48359416,3264829.21450425,0.0429356521729846,"review"
768,"Financial Risk",303.882282506675,592.460556599611,0.949638365595065,1653280.92598356,1969563.00469027,0.191305708386217,"review"
827,"Financial Risk",220.285739648389,429.215967552114,0.94845099023301,1255129.52373829,1307782.41717724,0.0419501672481817,"review"
576,"AI Governance",321.890995757421,627.050584585915,0.948021513029409,2676996.24754023,2190711.44906951,-0.181653149091092,"review"
725,"Organizational Strategy",329.891381522175,641.967890340504,0.945997762591904,2692763.37311603,2970051.05798846,0.102975139828775,"review"
780,"AI Governance",99.4800058507826,191.724273917947,0.927264401306208,620614.199154079,865276.420078492,0.394225947872119,"review"
235,"Public Policy",126.070468917023,241.94324902738,0.919111201106275,3810806.15730025,3459117.07723485,-0.0922873181024122,"review"
477,"Healthcare",335.442592184991,641.219173355936,0.9115615854838,1958760.57280693,1545910.86779556,-0.210770887847589,"review"
251,"Financial Risk",137.89954135078,263.210067054113,0.908708792472168,2517008.08072928,3028708.13100527,0.203296943777681,"review"
852,"Infrastructure",174.129831437021,332.166718981956,0.907580776026267,2933378.69674433,6818139.0925403,1.32432965443826,"review"
30,"Public Policy",288.028725605691,548.93700482876,0.905841174953676,3625910.72663199,1852289.91729622,-0.489151814000461,"review"
40,"AI Governance",310.261594905751,590.45058423164,0.903073386865695,2641905.78318667,4137570.04423419,0.566130810025881,"review"
831,"Public Policy",143.200145848095,272.39219569853,0.902178200205745,3939620.71000133,4058457.0637747,0.030164414932556,"review"
402,"Financial Risk",291.981580365682,554.224037716541,0.898147263339088,2041371.20426167,1761644.47724473,-0.13702883945505,"review"
356,"Financial Risk",118.394571536919,223.825752389639,0.890506882909265,4707977.96167899,3848323.5349811,-0.182595252929204,"review"
301,"Organizational Strategy",174.502232674276,329.525830722259,0.888376014863644,147242.087987252,158882.279069299,0.079054781422653,"review"
798,"Healthcare",304.961501765065,573.059227074968,0.879119901227531,2802086.38512995,5824909.80196621,1.07877595525881,"review"
57,"AI Governance",316.252368772402,592.839581176156,0.874577520090626,1661822.03670032,3326553.20448374,1.00175056715993,"review"
12,"AI Governance",162.37548009376,303.079402022403,0.866534293523853,3198091.41587466,4037166.80083417,0.262367542339321,"review"
751,"Public Policy",209.009142111754,389.130276998778,0.861785915520939,2307770.26638389,4745620.73884205,1.05636618513077,"review"
597,"AI Governance",200.814693698194,373.838202434378,0.861607811409568,3529609.11712144,5066693.89434197,0.435483002852762,"review"
258,"Public Policy",63.5417705203872,118.16629497676,0.859663242132148,1176318.25115532,637177.507822933,-0.45832897925614,"review"
320,"AI Governance",276.670559042832,514.480963126135,0.859543584637379,3337250.50294306,4385716.42696228,0.31417057937203,"review"
265,"Infrastructure",321.403725148411,597.450660004647,0.858879077175498,2851329.35971487,4560208.81445148,0.599327274807526,"review"
503,"AI Governance",298.556689471006,554.38348488451,0.856878457042067,224563.94887995,225705.212840767,0.00508213347026402,"review"
152,"Healthcare",79.2087366944179,147.080069896982,0.856866755297557,2164607.4928809,1892182.44316533,-0.125854248685515,"review"
652,"Organizational Strategy",80.2087048790418,148.857215121426,0.855873565667329,2594363.19114175,3246300.93465265,0.251290083723394,"review"
42,"AI Governance",122.108088462846,224.360487336204,0.837392511508116,212717.604986392,315602.437349067,0.483668628975287,"review"
255,"Organizational Strategy",111.231081032893,204.372182999718,0.83736578932719,3962941.58820529,3304956.68548752,-0.166034469111553,"review"
96,"AI Governance",277.338352035731,508.640278557308,0.834006277255794,2155547.82473482,2007249.48301096,-0.0687984465119012,"review"
860,"AI Governance",171.286199762253,314.091269977796,0.8337219835209,2224396.61868848,3050270.33973213,0.371279885118057,"review"
497,"Healthcare",217.219859949546,397.969318682625,0.832103743990362,3942808.78265854,5106670.88624136,0.29518603811115,"review"
765,"Infrastructure",43.7044072756544,80.0641854817177,0.83194763348999,3329173.32821526,5339042.0474005,0.603714051819201,"review"
807,"Healthcare",339.737343918532,622.094799645915,0.831105148673593,866201.356193051,1003225.65596621,0.158189892908246,"review"
52,"Organizational Strategy",232.572554731742,424.380019712712,0.824720978802544,3559111.02218088,2073930.936713,-0.417289619855078,"review"
638,"Organizational Strategy",310.621604870539,565.012277289783,0.818972886722637,1917978.48294955,6601771.81734029,2.44204686133278,"review"
