"case_id","domain","forecast_probability","confidence","accuracy_proxy","confidence_error","confidence_flag","review_flag"
815,"Infrastructure",0.949798753298819,0.912058780209627,0.0978823282320092,0.814176451977618,"overconfident","review"
355,"Healthcare",0.866950393107254,0.969422621540725,0.248397015891178,0.721025605649548,"overconfident","review"
372,"Healthcare",0.857557881157845,0.977128067687154,0.264594480464067,0.712533587223087,"overconfident","review"
595,"Financial Risk",0.876514080923516,0.923170227459632,0.231723065942804,0.691447161516828,"overconfident","review"
665,"Public Policy",0.861529090220574,0.946317313034087,0.25776762670371,0.688549686330378,"overconfident","review"
554,"Healthcare",0.834923858742695,0.978215299374424,0.302902150102208,0.675313149272216,"overconfident","review"
829,"Infrastructure",0.826165718992706,0.986080164213199,0.317450204761265,0.668629959451935,"overconfident","review"
260,"Infrastructure",0.81532013315009,0.984764320286922,0.33525308048012,0.649511239806802,"overconfident","review"
766,"Organizational Strategy",0.850974627339747,0.921760591114871,0.275842183623979,0.645918407490892,"overconfident","review"
13,"Organizational Strategy",0.82486812385032,0.964226446396206,0.319592578255654,0.644633868140552,"overconfident","review"
381,"Financial Risk",0.898246255575214,0.828083878427278,0.193153664345108,0.63493021408217,"overconfident","review"
809,"Public Policy",0.143408512091264,0.899596874234267,0.266251022842298,0.633345851391969,"overconfident","review"
465,"Infrastructure",0.817261370609049,0.958479178487323,0.332083852110219,0.626395326377104,"overconfident","review"
492,"Financial Risk",0.112169167038519,0.824639900608454,0.211756412042923,0.612883488565531,"overconfident","review"
435,"Public Policy",0.196624807140324,0.963040918591432,0.354588299497679,0.608452619093753,"overconfident","review"
762,"Public Policy",0.894833653152455,0.805953166806139,0.199272733185832,0.606680433620307,"overconfident","review"
202,"AI Governance",0.801013559626881,0.957203398954589,0.358377277293873,0.598826121660716,"overconfident","review"
66,"AI Governance",0.804587898193859,0.949095167459454,0.352638314079989,0.596456853379465,"overconfident","review"
794,"Healthcare",0.847512964205816,0.870238633705303,0.281721775503071,0.588516858202232,"overconfident","review"
742,"Public Policy",0.814914605254307,0.90437964549521,0.335914186143216,0.568465459351993,"overconfident","review"
223,"Healthcare",0.195696894754656,0.919526279745624,0.353096514892697,0.566429764852927,"overconfident","review"
222,"Organizational Strategy",0.841108526219614,0.857284659252036,0.292536447120669,0.564748212131367,"overconfident","review"
414,"Healthcare",0.202090272959322,0.919484190877993,0.36334006749387,0.556144123384122,"overconfident","review"
690,"Infrastructure",0.815365075040609,0.888723117012996,0.335179794404023,0.553543322608974,"overconfident","review"
88,"AI Governance",0.778737819194794,0.943218468402047,0.393567408955737,0.54965105944631,"overconfident","review"
86,"AI Governance",0.804902873584069,0.901660965608899,0.352131364096108,0.549529601512791,"overconfident","review"
670,"AI Governance",0.799471182806883,0.909777342802845,0.360845827861363,0.548931514941482,"overconfident","review"
328,"Financial Risk",0.91096438014647,0.706088745414745,0.170143898104358,0.535944847310387,"overconfident","review"
151,"Infrastructure",0.156761797715444,0.824006772092544,0.28894933420791,0.535057437884633,"overconfident","review"
434,"Public Policy",0.251267661026213,0.967421876981389,0.439399884574843,0.528021992406546,"overconfident","review"
387,"Public Policy",0.228779017028864,0.930342990607023,0.405218195425036,0.525124795181988,"overconfident","review"
721,"Organizational Strategy",0.154315786238294,0.804755744289141,0.284818210594245,0.519937533694896,"overconfident","review"
521,"Organizational Strategy",0.750621681520715,0.956126869770233,0.436567091231014,0.519559778539219,"overconfident","review"
880,"Organizational Strategy",0.202625941694714,0.883278545686044,0.364194611141759,0.519083934544285,"overconfident","review"
502,"Organizational Strategy",0.930176877346821,0.648819915293716,0.134770976849317,0.514048938444399,"overconfident","review"
596,"Financial Risk",0.275921610521618,0.989576439177617,0.475710485890393,0.513865953287225,"overconfident","review"
805,"Public Policy",0.817169388232287,0.843426789918449,0.33223419093607,0.511192598982379,"overconfident","review"
279,"Organizational Strategy",0.203171440621372,0.869007910101209,0.365064246958581,0.503943663142628,"overconfident","review"
376,"Organizational Strategy",0.930201459454838,0.638121341308579,0.134725244828089,0.50339609648049,"overconfident","review"
205,"Public Policy",0.848798585438635,0.780275845599826,0.279540961357372,0.500734884242454,"overconfident","review"
550,"Organizational Strategy",0.774509764101822,0.895703636808321,0.40013462531094,0.495569011497381,"overconfident","review"
846,"Organizational Strategy",0.724258241360076,0.959376927271951,0.47544999982201,0.483926927449941,"overconfident","review"
264,"Healthcare",0.759509894030634,0.900756504400633,0.423144720869575,0.477611783531059,"overconfident","review"
798,"Healthcare",0.744001441635191,0.905551943997853,0.446461854844757,0.459090089153096,"overconfident","review"
599,"Healthcare",0.260159108706284,0.907742831453215,0.45263545556972,0.455107375883495,"overconfident","review"
299,"Infrastructure",0.293625163170509,0.955635239728726,0.50103458989411,0.454600649834616,"overconfident","review"
159,"Financial Risk",0.742763270949945,0.901917793049943,0.448302723327739,0.453615069722204,"overconfident","review"
537,"Organizational Strategy",0.818564091122243,0.778153331177309,0.329952828725215,0.448200502452094,"overconfident","review"
781,"Financial Risk",0.222093573829625,0.83752122102771,0.394861592122835,0.442659628904875,"overconfident","review"
338,"AI Governance",0.719486561312806,0.924643120034598,0.482339088090274,0.442304031944324,"overconfident","review"
568,"AI Governance",0.790771208633669,0.815650757746771,0.374680895596047,0.440969862150724,"overconfident","review"
183,"Financial Risk",0.684579773782752,0.961014295218047,0.531350533327555,0.429663761890491,"overconfident","review"
583,"Healthcare",0.321755739476066,0.968686012565158,0.539984723066342,0.428701289498816,"overconfident","review"
248,"Healthcare",0.672634806786664,0.970019676540978,0.547562416699067,0.422457259841911,"overconfident","review"
732,"Public Policy",0.784463854844216,0.80420024297433,0.384616460442953,0.419583782531377,"overconfident","review"
698,"Healthcare",0.861095576232765,0.677785427472554,0.258514408592363,0.419271018880191,"overconfident","review"
870,"Organizational Strategy",0.822348058701027,0.735895183742978,0.323743670350652,0.412151513392326,"overconfident","review"
619,"Infrastructure",0.881973285193089,0.633893687117379,0.222123124205709,0.41177056291167,"overconfident","review"
885,"AI Governance",0.875278742867522,0.643715446714778,0.23388712228425,0.409828324430527,"overconfident","review"
176,"Financial Risk",0.66001819614321,0.967339737638831,0.564375980759863,0.402963756878968,"overconfident","review"
837,"Infrastructure",0.172961934516206,0.715845835471991,0.316008038240824,0.399837797231167,"overconfident","review"
874,"Infrastructure",0.288648318476044,0.8910811727494,0.49397878519304,0.39710238755636,"overconfident","review"
342,"AI Governance",0.911831404163968,0.565278889397159,0.168563490380367,0.396715399016792,"overconfident","review"
676,"Public Policy",0.681088314112276,0.931824586538132,0.536118708379698,0.395705878158434,"overconfident","review"
442,"Healthcare",0.662140667252243,0.957172140481416,0.561569736770755,0.395602403710661,"overconfident","review"
708,"Public Policy",0.70739380302839,0.893132310912479,0.499594007437032,0.393538303475447,"overconfident","review"
