"case_id","domain","forecast_probability","confidence","outcome","brier_score","confidence_error","confidence_flag","duration_planning_error","cost_planning_error","duration_interval_hit","cost_interval_hit","review_flag"
1,"Public Policy",0.543157296197023,0.800678820037283,1,0.208705256018014,0.00938407605529734,"approximately calibrated",1.26332865674757,0.26962327400648,FALSE,FALSE,"review"
2,"AI Governance",0.468531734356657,0.573855076509062,1,0.282458517385943,-0.143686406104994,"approximately calibrated",-0.316866335168042,-0.0391835568830699,FALSE,TRUE,"review"
3,"Public Policy",0.382045371795539,0.762727583728265,0,0.145958666110391,-0.0913137501613435,"approximately calibrated",0.156854035521483,0.256813158741464,TRUE,FALSE,"review"
4,"Public Policy",0.480820188275538,0.780022469633259,1,0.269547676902247,0.0495701465355062,"approximately calibrated",1.20246002553456,0.815001388599048,FALSE,FALSE,"review"
5,"Healthcare",0.134992256225087,0.795753946211189,0,0.0182229092407395,-0.186023144548072,"underconfident",-0.134114287677596,0.487835163246748,FALSE,FALSE,"review"
6,"Infrastructure",0.306859443138819,0.912264845203608,1,0.480443831565828,0.392708676769436,"overconfident",-0.0697875956404794,-0.0705470799086127,TRUE,TRUE,"review"
7,"Healthcare",0.187694207509048,0.758542857742868,0,0.0352291155324497,-0.206228026724682,"underconfident",-0.352567550166448,-0.114355552492004,FALSE,FALSE,"review"
8,"Healthcare",0.408661305636633,0.620349847427569,0,0.167004062724638,-0.212646089847793,"underconfident",-0.239302834655089,0.42363384711676,FALSE,FALSE,"review"
9,"Public Policy",0.659080727666151,0.64627787644742,0,0.434387405580943,0.0806652820283633,"approximately calibrated",-0.1228985299002,-0.163297574811813,FALSE,FALSE,"review"
10,"Infrastructure",0.461283708584961,0.914612470876891,1,0.290215242635974,0.204827713512865,"overconfident",-0.254382888388962,0.90763333166679,FALSE,FALSE,"review"
11,"Public Policy",0.161363706039265,0.719619588197675,0,0.0260382456267263,-0.254342166175599,"underconfident",0.343382210221756,0.161355649759622,FALSE,TRUE,"review"
12,"AI Governance",0.684070012730081,0.841724073158111,1,0.0998117568563714,-0.0584641699855172,"approximately calibrated",0.866534293523853,0.262367542339321,FALSE,FALSE,"review"
13,"Organizational Strategy",0.82486812385032,0.964226446396206,0,0.680407421744346,0.644633868140552,"overconfident",-0.0713855287933309,-0.45023543721102,TRUE,FALSE,"review"
14,"Infrastructure",0.837134919920936,0.780811765475664,1,0.0265250343091598,-0.192663200215176,"underconfident",-0.14446168252923,0.865162522010301,TRUE,FALSE,"review"
15,"Healthcare",0.175719580531586,0.74150201566983,0,0.0308773709821965,-0.227620613347973,"underconfident",0.704186399905941,0.0377535567850611,FALSE,TRUE,"review"
16,"Healthcare",0.111082396260463,0.743656469550915,0,0.0123392987589665,-0.244004231690119,"underconfident",-0.228032813258956,0.576093817939374,FALSE,FALSE,"review"
17,"Financial Risk",0.459767659602221,0.545898267985322,1,0.291850981611662,-0.162250750403017,"underconfident",0.332366648667474,-0.424313094972499,FALSE,FALSE,"review"
18,"Public Policy",0.927269683033228,0.969761987514794,1,0.00528969900608714,-0.0249483134791191,"approximately calibrated",0.512758526263628,0.426343966100716,FALSE,FALSE,"review"
19,"Public Policy",0.52420787451556,0.597597331225406,0,0.274793895704121,-0.127608773070473,"approximately calibrated",1.22186999508432,0.339853922076214,FALSE,FALSE,"review"
20,"Financial Risk",0.945454713783693,0.7610948757804,1,0.0029751882484189,-0.235929935971181,"underconfident",0.380818699043348,-0.323983976673433,FALSE,FALSE,"review"
21,"Infrastructure",0.520649548526853,0.566282829120755,1,0.22977685532751,-0.203940315551735,"underconfident",-0.0643999037848641,0.253582855418237,TRUE,FALSE,"review"
22,"AI Governance",0.204580261139199,0.61794604142895,0,0.0418530832477829,-0.340200875323267,"underconfident",0.797289078541932,-0.24423352092884,FALSE,FALSE,"review"
23,"AI Governance",0.576327897317242,0.590177707050461,0,0.332153845226113,-0.0776684477234254,"approximately calibrated",-0.261875092399952,-0.129118150625762,FALSE,FALSE,"review"
24,"AI Governance",0.303398647822905,0.82367280483013,0,0.0920507395007673,-0.0842764556691025,"approximately calibrated",0.413630120588343,0.469212914723008,FALSE,FALSE,"review"
26,"Healthcare",0.768123285891488,0.637322014251258,0,0.590013382328737,0.227335396579995,"overconfident",-0.400595380633198,0.0787488926979242,FALSE,TRUE,"review"
27,"Infrastructure",0.482314602762926,0.502117612559814,0,0.232627376038359,-0.265255011401827,"underconfident",0.175770217724101,-0.0824442218980483,FALSE,TRUE,"review"
28,"Financial Risk",0.4987179312855,0.610475197089836,1,0.251283712414688,-0.138241090495476,"approximately calibrated",0.352246849747142,-0.418144737131331,FALSE,FALSE,"review"
29,"Healthcare",0.441581020271406,0.86665388346184,1,0.311831756921124,0.178485640382965,"overconfident",0.205841787478586,0.352397566575097,FALSE,FALSE,"review"
30,"Public Policy",0.867019185249228,0.51396301808767,1,0.0176838970917791,-0.468353084820551,"underconfident",0.905841174953676,-0.489151814000461,FALSE,FALSE,"review"
31,"Healthcare",0.579135148285422,0.865239338066895,1,0.177127223408733,0.0423665614756279,"approximately calibrated",0.0481222286395055,0.711572408852366,TRUE,FALSE,"review"
32,"Organizational Strategy",0.687347174983006,0.804314956327435,1,0.0977517889911071,-0.0979332546814583,"approximately calibrated",-0.20852666389532,0.251760475086651,FALSE,FALSE,"review"
33,"Financial Risk",0.382433101406787,0.69652014787076,0,0.146255077051614,-0.157224775077626,"underconfident",0.102319287133291,0.221070229413423,TRUE,FALSE,"review"
35,"Healthcare",0.897218250622973,0.614951592120342,1,0.010564088005002,-0.374484319874656,"underconfident",-0.409877071323585,-0.44080364084556,FALSE,FALSE,"review"
36,"Infrastructure",0.670366204227321,0.87431341243675,1,0.108658439315504,-0.0170281482477459,"approximately calibrated",0.0699927912519656,0.396305747752018,TRUE,FALSE,"review"
37,"Infrastructure",0.11274497784907,0.602088417126797,0,0.0127114300301873,-0.385200152843016,"underconfident",0.453376620771047,0.31352462568755,FALSE,FALSE,"review"
39,"Healthcare",0.820622228912543,0.820928205286618,1,0.032176384760304,-0.146895409953078,"approximately calibrated",0.433406489232219,0.300332610631256,FALSE,FALSE,"review"
40,"AI Governance",0.479796525579877,0.743382613596041,0,0.230204705958522,-0.0264126804454375,"approximately calibrated",0.903073386865695,0.566130810025881,FALSE,FALSE,"review"
41,"Infrastructure",0.44159833091544,0.788913036179729,0,0.195009085867302,-0.0160778779529688,"approximately calibrated",-0.305881978339211,0.393502554368386,FALSE,FALSE,"review"
42,"AI Governance",0.467382071807515,0.712061800083611,0,0.218446001047085,-0.0694921988693038,"approximately calibrated",0.837392511508116,0.483668628975287,FALSE,FALSE,"review"
43,"Infrastructure",0.664063751779031,0.825045127989724,0,0.440980666426842,0.266025794416567,"overconfident",0.491286649340418,0.400794384750794,FALSE,FALSE,"review"
44,"Healthcare",0.255013926315587,0.805862742350437,0,0.0650321026148916,-0.129105155034672,"approximately calibrated",0.81866685629384,-0.0512130139751202,FALSE,TRUE,"review"
45,"Healthcare",0.812587945966516,0.745945726481732,1,0.0351232779970497,-0.218930995521218,"underconfident",0.468347540049089,1.32355595631557,FALSE,FALSE,"review"
