"case_id","domain","prior","posterior","forecast_probability","confidence","outcome","brier_score","confidence_gap","anchor_distortion","confidence_flag","review_flag"
2,"AI Governance",0.413846394652501,0.43517987004983,0.297610147272445,0.289557461820826,1,0.493351505214637,-0.00805268545161836,0.0875482408142519,"approximately calibrated","review"
3,"Public Policy",0.335499925038312,0.836976268615058,0.52474343139127,0.446700483954431,1,0.225868806005744,-0.0780429474368398,0.277942872322377,"approximately calibrated","review"
4,"Public Policy",0.424978288202547,0.771887927997921,0.738240145861909,0.660382815812223,0,0.544998512962212,-0.0778573300496859,0.0566248203256675,"approximately calibrated","review"
6,"Infrastructure",0.267390319078695,0.467593696619979,0.530432874218837,0.56356106638319,0,0.281359034052057,0.0331281921643527,0.0169409925805737,"approximately calibrated","review"
7,"Healthcare",0.159440635037608,0.707374146594807,0.605969903457616,0.627902897843623,0,0.367199523896433,0.0219329943860065,0.0710273747113699,"approximately calibrated","review"
9,"Public Policy",0.586461365062278,0.736130974710074,0.498250638114577,0.363696192259452,1,0.251752422152429,-0.134554445855125,0.321726876363087,"underconfident","review"
10,"Infrastructure",0.407280536012258,0.668530570232129,0.577134441968264,0.571527552852335,0,0.333084164106019,-0.00560688911592899,0.0590360621026426,"approximately calibrated","review"
13,"Organizational Strategy",0.736645241605584,0.944424788553097,0.475661527164527,0.558896824614815,1,0.274930834095436,0.083235297450288,0.427316633105343,"approximately calibrated","review"
15,"Healthcare",0.148593031775672,0.536735388102949,0.453981535130308,0.452392912847363,1,0.298136163978655,-0.0015886222829451,0.0772925030886772,"approximately calibrated","review"
16,"Healthcare",0.0900393472006544,0.287163812939586,0.603274234938024,0.652518732808274,0,0.363939802540058,0.0492444978702508,0.280946180688248,"approximately calibrated","review"
19,"Public Policy",0.46428242750233,0.770276327093967,0.762454835419941,0.671698331251925,1,0.0564277052153674,-0.0907565041680162,0.190992243167079,"approximately calibrated","review"
21,"Infrastructure",0.46105900278315,0.469731824428208,0.252636883628736,0.11577401936376,1,0.558551627712168,-0.136862864264976,0.142212152848959,"underconfident","review"
22,"AI Governance",0.17473741303198,0.29128514076706,0.574836937263217,0.685192860815585,0,0.330437504442155,0.110355923552368,0.284665067046873,"overconfident","review"
23,"AI Governance",0.511497036393266,0.604305231067081,0.615165394608098,0.571884968275496,0,0.378428462723337,-0.0432804263326022,0.05381152254678,"approximately calibrated","review"
24,"AI Governance",0.264255245674867,0.342676874877194,0.4412998622821,0.607337205620766,0,0.194745568450201,0.166037343338666,0.223553151250645,"overconfident","review"
26,"Healthcare",0.685241094278172,0.736970212771849,0.573365889280887,0.52925253043926,1,0.182016664429089,-0.0441133588416269,0.177959217720147,"approximately calibrated","review"
29,"Healthcare",0.389432218363509,0.497911189734031,0.320965357804391,0.176193341531561,1,0.461088045301719,-0.144772016272831,0.0730920123575297,"underconfident","review"
31,"Healthcare",0.514040075505618,0.616875045938382,0.464485457641925,0.488050353208756,1,0.286775825076979,0.0235648955668309,0.157616924216475,"approximately calibrated","review"
33,"Financial Risk",0.335851162450854,0.458263369802638,0.446372159841126,0.455648282399135,1,0.30650378539898,0.00927612255800897,0.0468940575001165,"approximately calibrated","review"
35,"Healthcare",0.802185944681987,0.863876129846036,0.653983424748257,0.562754086836449,1,0.119727470348945,-0.0912293379118087,0.170328518857815,"approximately calibrated","review"
36,"Infrastructure",0.596684679123573,0.693231378989683,0.752509661066455,0.981415220335508,1,0.0612514678654411,0.228905559269054,0.0068082278489503,"overconfident","review"
37,"Infrastructure",0.0915454505220987,0.280379028762177,0.480990081530488,0.364879125943771,1,0.269371295469729,-0.116110955586717,0.132494127223741,"underconfident","review"
38,"Organizational Strategy",0.167097601667047,0.192996134169052,0.408327732397063,0.487027254014662,0,0.166731537044528,0.0786995216175988,0.216533223135757,"approximately calibrated","review"
39,"Healthcare",0.73279896030901,0.950016616980328,0.586166075521906,0.49753876935508,1,0.171258517048941,-0.0886273061668255,0.338655626897599,"approximately calibrated","review"
40,"AI Governance",0.424050970231183,0.521703975671175,0.604508005833219,0.444596593285377,1,0.156413917450017,-0.159911412547842,0.0885095587278697,"underconfident","review"
41,"Infrastructure",0.389447899770457,0.703130996573823,0.434532689518248,0.446590489274873,1,0.319753279223466,0.0120577997566256,0.0432919357432512,"approximately calibrated","review"
42,"AI Governance",0.412804935637396,0.451421388892355,0.469716952719569,0.638434400095042,0,0.220634015672157,0.168717447375473,0.0209289034539178,"overconfident","review"
43,"Infrastructure",0.590975398670416,0.792733575703647,0.706611847490619,0.75694710131753,0,0.499300303014105,0.050335253826912,0.109598660533306,"approximately calibrated","review"
49,"Healthcare",0.275933812730946,0.640857380046583,0.792386301310966,0.99,1,0.0431034478833411,0.197613698689034,0.030444857103519,"overconfident","review"
50,"Healthcare",0.593778985536192,0.863722081638749,0.681199645886733,0.564934336741165,1,0.101633665782744,-0.116265309145568,0.251769048871033,"underconfident","review"
51,"Organizational Strategy",0.804646518586669,0.892861673602003,0.46585059621367,0.531631751842616,1,0.285315585565292,0.0657811556289463,0.284451387944214,"approximately calibrated","review"
54,"Infrastructure",0.374451481432188,0.528605640830544,0.473044434191819,0.490692128778168,1,0.27768216833622,0.0176476945863486,0.0258460769214814,"approximately calibrated","review"
57,"AI Governance",0.314437681620475,0.317392788017573,0.308048993783184,0.484887143100153,0,0.094894182570832,0.176838149316969,0.129367085319457,"overconfident","review"
58,"Healthcare",0.389774716433603,0.757939558379042,0.696065667933772,0.809030993983485,0,0.484507414076088,0.112965326049714,0.0931750693808343,"overconfident","review"
60,"Healthcare",0.733725139137823,0.872668866793925,0.616517199111316,0.676947964696881,1,0.14705905857743,0.0604307655855648,0.255651835880698,"approximately calibrated","review"
61,"Healthcare",0.103895951048471,0.164022429066923,0.336387400996131,0.248859331380335,0,0.113156483548932,-0.0875280696157965,0.155333305103108,"approximately calibrated","review"
64,"Public Policy",0.320710499335546,0.691003846349489,0.650873544813066,0.687598306645411,0,0.423636371337526,0.0367247618323456,0.0177702308567534,"approximately calibrated","review"
65,"Infrastructure",0.83992077725241,0.894989275794264,0.681509386762495,0.633792955201069,1,0.101436270720402,-0.047716431561426,0.240350447102519,"approximately calibrated","review"
66,"AI Governance",0.718273743069731,0.942036711252717,0.809766032928613,0.806159136349513,1,0.0361889622277176,-0.00360689657909952,0.20310000960545,"approximately calibrated","review"
