"case_id","domain","forecast_probability","confidence","confidence_gap","confidence_flag","review_flag"
430,"Organizational Strategy",0.484729260510711,0.738690843253117,0.253961582742406,"overconfident","review"
108,"Financial Risk",0.698012762528465,0.460554108662815,-0.237458653865651,"underconfident","review"
272,"Organizational Strategy",0.658475245899873,0.422224260813173,-0.236250985086701,"underconfident","review"
36,"Infrastructure",0.752509661066455,0.981415220335508,0.228905559269054,"overconfident","review"
435,"Public Policy",0.427887679656463,0.213714171266827,-0.214173508389636,"underconfident","review"
735,"Infrastructure",0.519116290395144,0.725948000276919,0.206831709881775,"overconfident","review"
540,"Financial Risk",0.693135784899728,0.899172050391321,0.206036265491593,"overconfident","review"
350,"AI Governance",0.800005727760721,0.595015421618387,-0.204990306142334,"underconfident","review"
876,"Financial Risk",0.319723255088915,0.119805631469168,-0.199917623619747,"underconfident","review"
462,"Healthcare",0.513769151058172,0.712242781766883,0.198473630708711,"overconfident","review"
557,"Healthcare",0.706163623707895,0.50804758414609,-0.198116039561805,"underconfident","review"
49,"Healthcare",0.792386301310966,0.99,0.197613698689034,"overconfident","review"
452,"Financial Risk",0.627674760278024,0.82397035005577,0.196295589777747,"overconfident","review"
530,"Healthcare",0.793835707534683,0.99,0.196164292465317,"overconfident","review"
704,"Financial Risk",0.554927822014336,0.360537368213444,-0.194390453800892,"underconfident","review"
762,"Public Policy",0.823281075936531,0.629043179139825,-0.194237896796706,"underconfident","review"
600,"AI Governance",0.872144805247274,0.678862385877148,-0.193282419370125,"underconfident","review"
650,"AI Governance",0.707311146403087,0.514177957436772,-0.193133188966315,"underconfident","review"
859,"Organizational Strategy",0.669245860653937,0.86045146390159,0.191205603247653,"overconfident","review"
612,"Healthcare",0.462903678116642,0.652471280000884,0.189567601884242,"overconfident","review"
209,"Public Policy",0.585722660657793,0.773797360819856,0.188074700162064,"overconfident","review"
594,"AI Governance",0.855959273810572,0.669161531308827,-0.186797742501745,"underconfident","review"
188,"Infrastructure",0.445649871198447,0.261510494394939,-0.184139376803508,"underconfident","review"
100,"Infrastructure",0.775788649885563,0.958641160687948,0.182852510802385,"overconfident","review"
509,"Financial Risk",0.251101431235581,0.431150252791724,0.180048821556143,"overconfident","review"
527,"Infrastructure",0.648045187005841,0.827741810614871,0.17969662360903,"overconfident","review"
109,"Public Policy",0.846516836846287,0.66845938267503,-0.178057454171257,"underconfident","review"
57,"AI Governance",0.308048993783184,0.484887143100153,0.176838149316969,"overconfident","review"
758,"Organizational Strategy",0.490610921213457,0.315426187223534,-0.175184733989923,"underconfident","review"
166,"Financial Risk",0.667457719363185,0.494900753885455,-0.17255696547773,"underconfident","review"
697,"Infrastructure",0.382077126025988,0.211443691270284,-0.170633434755704,"underconfident","review"
326,"Healthcare",0.852088710910909,0.682036565318906,-0.170052145592002,"underconfident","review"
42,"AI Governance",0.469716952719569,0.638434400095042,0.168717447375473,"overconfident","review"
24,"AI Governance",0.4412998622821,0.607337205620766,0.166037343338666,"overconfident","review"
227,"Financial Risk",0.412691640396702,0.578608551967066,0.165916911570365,"overconfident","review"
371,"Public Policy",0.390919397673257,0.225757320837347,-0.165162076835909,"underconfident","review"
734,"Organizational Strategy",0.452294529107231,0.617149538508682,0.164855009401451,"overconfident","review"
720,"Infrastructure",0.173374173795557,0.0115725920197599,-0.161801581775797,"underconfident","review"
848,"Public Policy",0.445843588459512,0.284524331829667,-0.161319256629845,"underconfident","review"
40,"AI Governance",0.604508005833219,0.444596593285377,-0.159911412547842,"underconfident","review"
815,"Infrastructure",0.804433929832496,0.964323547345724,0.159889617513229,"overconfident","review"
364,"Organizational Strategy",0.578840106595104,0.738108644171727,0.159268537576623,"overconfident","review"
164,"Infrastructure",0.539794251752241,0.698658599171353,0.158864347419112,"overconfident","review"
87,"Organizational Strategy",0.738315055036506,0.580640419378735,-0.157674635657771,"underconfident","review"
807,"Healthcare",0.60493212016244,0.447767723162987,-0.157164396999453,"underconfident","review"
854,"Organizational Strategy",0.660976739527676,0.817334423565581,0.156357684037905,"overconfident","review"
102,"Public Policy",0.788982004129961,0.943554181786169,0.154572177656207,"overconfident","review"
486,"Infrastructure",0.238139924168051,0.0835738780898984,-0.154566046078153,"underconfident","review"
292,"Public Policy",0.627162574087583,0.474478035525681,-0.152684538561902,"underconfident","review"
113,"Public Policy",0.438017521386735,0.285737577185067,-0.152279944201668,"underconfident","review"
392,"Infrastructure",0.807840098992729,0.658072996717175,-0.149767102275554,"underconfident","acceptable"
296,"Organizational Strategy",0.821710527003587,0.672157644582947,-0.14955288242064,"underconfident","acceptable"
363,"Financial Risk",0.3916053097091,0.242208057472484,-0.149397252236617,"underconfident","review"
78,"Organizational Strategy",0.578475757666024,0.727757078077197,0.149281320411174,"overconfident","acceptable"
777,"Public Policy",0.421645597609308,0.57070688812949,0.149061290520183,"overconfident","acceptable"
159,"Financial Risk",0.648350465038712,0.797264562694727,0.148914097656016,"overconfident","acceptable"
380,"Healthcare",0.395769465556762,0.544565121052585,0.148795655495823,"overconfident","review"
254,"Public Policy",0.501511134884542,0.35347098588205,-0.148040149002492,"underconfident","review"
506,"AI Governance",0.548032198352007,0.401150528848994,-0.146881669503013,"underconfident","acceptable"
695,"Public Policy",0.55718717002995,0.410639248948533,-0.146547921081417,"underconfident","acceptable"
331,"Public Policy",0.716160661760369,0.570471419194411,-0.145689242565958,"underconfident","review"
886,"Public Policy",0.59219610423404,0.737662881172349,0.145466776938309,"overconfident","acceptable"
436,"Infrastructure",0.58178497319494,0.726801927698709,0.145016954503768,"overconfident","acceptable"
29,"Healthcare",0.320965357804391,0.176193341531561,-0.144772016272831,"underconfident","review"
629,"Healthcare",0.204775248192919,0.347360497256577,0.142585249063658,"overconfident","acceptable"
121,"Healthcare",0.661644433917536,0.519533080166097,-0.142111353751438,"underconfident","review"
378,"AI Governance",0.624752361263944,0.766814362270823,0.142062001006879,"overconfident","acceptable"
385,"Healthcare",0.741306965682122,0.883080381082802,0.14177341540068,"overconfident","acceptable"
508,"Healthcare",0.389095189909615,0.247386243203623,-0.141708946705992,"underconfident","acceptable"
559,"Financial Risk",0.385563183221009,0.526404590787091,0.140841407566082,"overconfident","review"
304,"Healthcare",0.423853644899411,0.284344177401659,-0.139509467497752,"underconfident","review"
160,"AI Governance",0.565883726045256,0.426519960744101,-0.139363765301155,"underconfident","review"
824,"Organizational Strategy",0.621103078008107,0.483701421502787,-0.13740165650532,"underconfident","acceptable"
397,"Organizational Strategy",0.546836515966065,0.40964722418176,-0.137189291784305,"underconfident","acceptable"
403,"Public Policy",0.721799599832809,0.584908180198882,-0.136891419633927,"underconfident","review"
21,"Infrastructure",0.252636883628736,0.11577401936376,-0.136862864264976,"underconfident","review"
198,"Public Policy",0.456153262042498,0.592969225281311,0.136815963238813,"overconfident","review"
669,"Infrastructure",0.703098169138525,0.566437941982819,-0.136660227155706,"underconfident","acceptable"
157,"Public Policy",0.585918096986297,0.722513486300028,0.13659538931373,"overconfident","review"
883,"Financial Risk",0.528150550119095,0.664490831696188,0.136340281577094,"overconfident","acceptable"
84,"Public Policy",0.586692883851607,0.450551698023294,-0.136141185828313,"underconfident","review"
