"case_id","domain","prior","posterior","belief_shift","likelihood_if_true","likelihood_if_false"
300,"AI Governance",0.26208017882891,0.834962695649286,0.572882516820376,0.772559448424727,0.0542340400628746
383,"Healthcare",0.208056877802592,0.779566521860425,0.571509644057833,0.805812956346199,0.0598613772424869
378,"AI Governance",0.211228571394458,0.764682185583236,0.553453614188778,0.913951600948349,0.0753179554129019
377,"Healthcare",0.21020128747914,0.761527612204205,0.551326324725065,0.776034881640226,0.0646774126566015
7,"Healthcare",0.159440635037608,0.707374146594807,0.547933511557199,0.713819242594764,0.0560121683869511
802,"Public Policy",0.306012437562458,0.8411783967657,0.535165959203242,0.703074221429415,0.0585342463338748
598,"AI Governance",0.317859734685626,0.852154136253502,0.534294401567876,0.722645081859082,0.0584221996599808
59,"Organizational Strategy",0.101248755510896,0.63408479865444,0.532836043143544,0.917132136342116,0.0596231903415173
584,"Healthcare",0.224732470426243,0.757272550055823,0.53254007962958,0.702801205846481,0.0653000340447761
252,"AI Governance",0.34919149126159,0.864427381934234,0.515235890672644,0.908000277285464,0.0764081842149608
96,"AI Governance",0.112009033295326,0.624487932999901,0.512478899704575,0.804145598597825,0.0609928654506803
318,"Financial Risk",0.334307737420313,0.842796291186762,0.508488553766449,0.695348618132994,0.065135190426372
836,"Financial Risk",0.284748535256367,0.792883097931572,0.508134562675205,0.805896285152994,0.0838085406343453
874,"Infrastructure",0.250893182619475,0.7564524242334,0.505559241613925,0.849062421172857,0.0915560237132013
3,"Public Policy",0.335499925038312,0.836976268615058,0.501476343576746,0.718089371151291,0.0706177013227716
285,"Financial Risk",0.357905864722561,0.844048846870926,0.486142982148365,0.735759691148996,0.0757752036675811
268,"Public Policy",0.21963134956779,0.705728698269948,0.486097348702158,0.832709597703069,0.0977233211975545
242,"Organizational Strategy",0.11866419253638,0.60100916710881,0.48234497457243,0.87299022746738,0.0780314139439724
157,"Public Policy",0.15590684219962,0.637699506300505,0.481792664100885,0.885098974150605,0.0928794163861312
405,"Organizational Strategy",0.16373152704211,0.643709933675288,0.479978406633178,0.799959578714333,0.0866898265085183
464,"Public Policy",0.147646561185829,0.62465052752134,0.477003966335511,0.601185136870481,0.0625763967866078
849,"AI Governance",0.202923763783183,0.674829940993364,0.471906177210181,0.814646912668832,0.0999352423707023
583,"Healthcare",0.280884611054789,0.750252517053779,0.46936790599899,0.928251033229753,0.120694773318246
863,"Healthcare",0.379032668515574,0.845451614722774,0.4664189462072,0.531958075403236,0.0593555058003403
350,"AI Governance",0.404456454799511,0.87025482637536,0.465798371575849,0.837668832321651,0.0848155292798765
850,"Healthcare",0.360053795091808,0.824947304625601,0.464893509533793,0.693370419833809,0.0827812212985009
230,"Infrastructure",0.443367504223716,0.905247384792948,0.461879880569232,0.737064109696075,0.0614503687946126
114,"AI Governance",0.421391553203575,0.882310635754175,0.4609190825506,0.761025907401927,0.0739292329992168
397,"Organizational Strategy",0.192325749809388,0.652387192818393,0.460061443009005,0.778902422450483,0.0988267682841979
80,"Infrastructure",0.157284917479847,0.609355866789213,0.452070949309366,0.517402575397864,0.0619077767361887
501,"Healthcare",0.4609757835255,0.911874269431434,0.450898485905934,0.70817331217695,0.0585298160789534
110,"Healthcare",0.350565469285939,0.797754306287665,0.447188837001726,0.557915976899676,0.0763506403309293
125,"AI Governance",0.100728227782529,0.541230223680839,0.44050199589831,0.592477193032391,0.0562528625130653
213,"Financial Risk",0.297622283899691,0.736246403938943,0.438624120039252,0.842951279762201,0.127959459775593
200,"Public Policy",0.231848334125243,0.665857555141693,0.43400922101645,0.730832712887786,0.110694309556857
477,"Healthcare",0.171644752519205,0.602911106681532,0.431266354162327,0.636692397110164,0.0868916456471197
277,"Financial Risk",0.287050607891288,0.716785447937449,0.429734840046161,0.591218359582126,0.0940533057553694
622,"Public Policy",0.139325473194476,0.564961547354155,0.425636074159679,0.885335370711982,0.110359099612106
868,"Infrastructure",0.40336069396697,0.826726835164786,0.423366141197816,0.871575570711866,0.12349689444527
588,"Infrastructure",0.505888948873617,0.928466728482782,0.422577779609165,0.859386194311082,0.0677892360836267
461,"Financial Risk",0.179791258757468,0.596676114959884,0.416884856202416,0.938004561979324,0.138983875873964
889,"Financial Risk",0.320036003601272,0.731474531934287,0.411438528333015,0.878307329653762,0.151755940460134
674,"Public Policy",0.27403248395538,0.683272922127265,0.409240438171885,0.881364646414295,0.154216722457204
824,"Organizational Strategy",0.280524245980196,0.689707903348549,0.409183657368353,0.551015890715644,0.096654899965506
8,"Healthcare",0.359610829812009,0.76846213928073,0.408851309468721,0.572805966762826,0.096916083956603
246,"Infrastructure",0.243143198206089,0.651284607159799,0.40814140895371,0.787983249919489,0.135539443080779
261,"Healthcare",0.386366749904119,0.7876948839428,0.401328134038681,0.82102583469823,0.139331758581102
574,"Healthcare",0.116979074056726,0.517857842211733,0.400878768155007,0.923658645758405,0.113923477497883
813,"Organizational Strategy",0.520412545425352,0.921057245313541,0.400644699888189,0.722292438079603,0.0671766999410465
203,"Organizational Strategy",0.150881904950365,0.551202212256718,0.400320307306353,0.680766444001347,0.0984933612518944
790,"Organizational Strategy",0.458985613104887,0.859256374808391,0.400270761703504,0.912427825550549,0.126792845956516
138,"Healthcare",0.35659454043489,0.754918814338963,0.398324273904073,0.630800397647545,0.113498894113582
445,"Infrastructure",0.53125385704916,0.92804397175266,0.3967901147035,0.930573238804936,0.0817736866185442
334,"AI Governance",0.424179722382687,0.820748045592014,0.396568323209327,0.835583258117549,0.134433257114142
875,"Financial Risk",0.116232298705727,0.512699896985452,0.396467598279725,0.64919112615753,0.0811511258012615
837,"Infrastructure",0.146094928914681,0.539195187760782,0.393100258846101,0.67025085252244,0.0980017705820501
814,"Public Policy",0.227104834467173,0.61876412032754,0.391659285860367,0.659680351777933,0.119428501173388
204,"Infrastructure",0.442214952993672,0.833604318416758,0.391389365423086,0.764491738448851,0.12098219167674
15,"Healthcare",0.148593031775672,0.536735388102949,0.388142356327277,0.69643062823452,0.104907853796612
194,"Infrastructure",0.302208825706039,0.690138618503277,0.387929792797238,0.856446341774426,0.166537849558517
617,"Healthcare",0.488365500732325,0.875969955875739,0.387604455143414,0.829594812984578,0.112121492694132
160,"AI Governance",0.478093195832334,0.865080424949848,0.386987229117514,0.736092079360969,0.105164758383762
343,"Healthcare",0.0997127241501585,0.486496798503033,0.386784074352875,0.707300232653506,0.0826868483913131
842,"Financial Risk",0.417640081769787,0.802229265241012,0.384589183471225,0.573478537541814,0.101389128691517
711,"Healthcare",0.101690254104324,0.484959833221924,0.3832695791176,0.570877281646244,0.0686327359522693
239,"Organizational Strategy",0.516115276266355,0.89869079924721,0.382575522980855,0.619816199690103,0.0745257437229156
585,"AI Governance",0.516911225500517,0.899190686506911,0.382279461006394,0.474745560716838,0.056950663391035
776,"Financial Risk",0.405618341655936,0.78725947426304,0.381641132607104,0.736389122135006,0.135797533730511
244,"Organizational Strategy",0.328719699992798,0.707333735177393,0.378614035184595,0.675793626857921,0.136925461958162
506,"AI Governance",0.121978319643531,0.49989141095079,0.377913091307259,0.775909424806014,0.107839302998036
275,"Healthcare",0.351684492542408,0.728851271986301,0.377166779443893,0.555833704699762,0.112170935573522
555,"Financial Risk",0.405517395948991,0.780215933904509,0.374698537955518,0.655726030981168,0.126001046353485
531,"AI Governance",0.164533059042878,0.53554888681278,0.371015827769902,0.822484126943164,0.140472824545577
838,"AI Governance",0.2562728293892,0.626624238265827,0.370351408876627,0.718540429882705,0.14752956344746
450,"Organizational Strategy",0.502818799782544,0.873167052890747,0.370348253108203,0.898734333738685,0.132027039630339
64,"Public Policy",0.320710499335546,0.691003846349489,0.370293347013943,0.9155037621269,0.193281825096346
58,"Healthcare",0.389774716433603,0.757939558379042,0.368164841945439,0.537615181226283,0.109669089328963
499,"AI Governance",0.464440975922626,0.831525132073195,0.367084156150569,0.843668845528737,0.148236428957898
126,"Public Policy",0.585345376112964,0.951024944721111,0.365679568608147,0.839089054428041,0.0609981638030149
527,"Infrastructure",0.36172183288727,0.727193446010425,0.365471613123155,0.761094219214283,0.16181098461384
49,"Healthcare",0.275933812730946,0.640857380046583,0.364923567315637,0.783407256635837,0.167309191823006
139,"Healthcare",0.602109710881487,0.964707985418419,0.362598274536932,0.947686121030711,0.0524635154986754
210,"Public Policy",0.193871788198594,0.554583013208988,0.360711225010394,0.852333440841176,0.164634267776273
593,"Public Policy",0.238741552466527,0.59941527435721,0.360673721890683,0.585304138879292,0.122671609639656
546,"Public Policy",0.55428384247236,0.91483783606188,0.36055399358952,0.655538014881313,0.0758882071822882
668,"Public Policy",0.122113031586632,0.478938846757093,0.356825815170461,0.780961645697243,0.118184833752457
439,"Organizational Strategy",0.196063985209912,0.551131910863136,0.355067925653224,0.706461889250204,0.140322803764138
693,"Financial Risk",0.212445994229056,0.564318291967899,0.351872297738843,0.697363809263334,0.145235507248435
97,"Organizational Strategy",0.575543534576427,0.924630119738466,0.349086585162039,0.498428884823807,0.0550906653748825
79,"AI Governance",0.528015720467083,0.87529142480225,0.347275704335167,0.587581166578457,0.0936549701844342
4,"Public Policy",0.424978288202547,0.771887927997921,0.346909639795374,0.735737213911489,0.160693845432252
540,"Financial Risk",0.291615434277337,0.638045426326345,0.346429992049008,0.887105650664307,0.207166357606184
32,"Organizational Strategy",0.612067440866958,0.956502548781226,0.344435107914268,0.760525465640239,0.0545675537665375
236,"Organizational Strategy",0.48564877698198,0.82879483539096,0.34314605840898,0.866456575971097,0.168997060297988
664,"Infrastructure",0.338229177743196,0.681164123695027,0.342934945951831,0.919586106948554,0.219994221557863
505,"Financial Risk",0.460955191650428,0.80144883830512,0.340493646654692,0.756977206142619,0.160366360901389
566,"Infrastructure",0.45448460864136,0.794736257011167,0.340251648369807,0.62597743391525,0.134697664808482
535,"Organizational Strategy",0.161888562380336,0.501970170011074,0.340081607630738,0.893322135717608,0.171198494383134
434,"Public Policy",0.217030704694334,0.556590377443892,0.339559672749558,0.926961098960601,0.204695067647845
675,"Infrastructure",0.523540185538586,0.86297957804488,0.339439392506294,0.604086100752465,0.105391933163628
513,"AI Governance",0.570012687339913,0.909142907304897,0.339130219964984,0.93864601564128,0.124353325238917
